##For information about the Annotation file content, please see the bundled README file.
#%create_date=2009-03-02 PST 12:00:00
#%chip_type=HG-U133_Plus_2
#%genome-species=Homo sapiens
#%genome-version=NCBI Build 36.1
#%genome-version-ucsc=hg18
#%genome-version-ncbi=NCBI Build 36.1
#%genome-version-create_date=March 2006
#%netaffx-annotation-date=2009-03-16
#%netaffx-annotation-netaffx-build=28
#%netaffx-annotation-tabular-data-version=1.0
#%netaffx-annotation-tabular-format-version=1.0
Probe Set ID	Gene Symbol	Entrez Gene
1555950_a_at	CD55	1604
1555952_at	SLC19A1	6573
1555953_at	SLC19A1	6573
1555958_at	CRTAC1	55118
1555960_at	HINT1	3094
1555961_a_at	HINT1	3094
1555962_at	B3GNT7	93010
1555963_x_at	B3GNT7	93010
1555964_at	ARL17 /// ARL17P1	51326 /// 641522
1555967_at	---	---
1555968_a_at	---	---
1555970_at	---	---
1555971_s_at	FBXO28	23219
1555972_s_at	FBXO28	23219
1555973_at	---	---
1555974_a_at	---	---
1555976_s_at	---	---
1555977_at	---	---
1555978_s_at	---	---
1555979_at	LOC100130417	100130417
1555980_a_at	LOC100130417	100130417
1555981_at	C17orf65	339201
1555982_at	ZFYVE16	9765
1555985_at	C17orf64	124773
1555988_a_at	LOC126536	126536
1555989_at	---	---
1555990_at	RP1-127L4.6	150297
1555991_s_at	RP1-127L4.6	150297
1555993_at	CACNA1D	776
1555994_at	---	---
1555995_a_at	---	---
1555996_s_at	EIF4A2	1974
1555997_s_at	IGFBP5	3488
1555998_at	ATP5H	10476
1556000_s_at	BTBD7	55727
1556001_at	LOC284939	284939
1556003_a_at	---	---
1556004_at	---	---
1556006_s_at	CSNK1A1	1452
1556007_s_at	---	---
1556008_a_at	---	---
1556009_at	PEX13	5194
1556012_at	KLHDC7A	127707
1556014_at	MESP2	145873
1556015_a_at	MESP2	145873
1556017_at	NBEAL2	23218
1556019_at	---	---
1556021_at	---	---
1556024_at	EME2	197342
1556026_at	IDS	3423
1556029_s_at	NMNAT2	23057
1556030_at	SMTN	6525
1556033_at	---	---
1556034_s_at	MTMR11	10903
1556035_s_at	ZNF207	7756
1556037_s_at	HHIP	64399
1556038_at	GPR173	54328
1556039_s_at	GPR173	54328
1556042_s_at	LOC338799	338799
1556043_a_at	LOC100131039	100131039
1556046_a_at	LOC157627	157627
1556047_s_at	MAGEE1	57692
1556048_at	---	---
1556049_at	RTN4	57142
1556051_a_at	BICD1	636
1556053_at	DNAJC7	7266
1556054_at	---	---
1556055_at	---	---
1556056_at	SIK2	23235
1556057_s_at	NEUROD1	4760
1556058_s_at	SPEN	23013
1556059_s_at	SPEN	23013
1556060_a_at	ZNF451	26036
1556061_at	RPP30	10556
1556062_at	RPP30	10556
1556063_s_at	RPP30	10556
1556064_at	LOC284926	284926
1556065_at	LOC284926	284926
1556066_at	JMJD3	23135
1556067_a_at	JMJD3	23135
1556069_s_at	HIF3A	64344
1556072_at	C22orf37	200298
1556075_at	---	---
1556078_at	---	---
1556081_at	---	---
1556082_a_at	---	---
1556084_at	HNRNPM	4670
1556086_at	C4orf27	54969
1556088_at	RPAIN	84268
1556090_at	---	---
1556092_s_at	---	---
1556095_at	UNC13C	440279
1556096_s_at	UNC13C	440279
1556097_at	---	---
1556099_at	hCG_2025798	728081
1556102_x_at	LOC286434	286434
1556103_at	---	---
1556105_at	---	---
1556107_at	---	---
1556110_at	---	---
1556111_s_at	---	---
1556113_at	DKFZp451A211	400169
1556114_a_at	DKFZp451A211	400169
1556116_s_at	TNPO1	3842
1556117_at	---	---
1556121_at	---	---
1556122_at	---	---
1556123_a_at	---	---
1556125_at	GPATCH2	55105
1556126_s_at	GPATCH2	55105
1556127_at	DIP2A	23181
1556128_a_at	RASGRF2	5924
1556129_at	LOC642533	642533
1556131_s_at	FBF1	85302
1556133_s_at	LOC100169752	100169752
1556134_a_at	B3GNT5	84002
1556136_at	MYLK4	340156
1556138_a_at	---	---
1556144_at	DHX30	22907
1556145_a_at	LOC100131170	100131170
1556147_at	---	---
1556148_s_at	---	---
1556149_at	ARVCF	421
1556151_at	ITFG1	81533
1556153_s_at	---	---
1556154_a_at	MGC23284	197187
1556155_at	---	---
1556156_at	ESRRB	2103
1556158_at	FAM154B	283726
1556159_at	---	---
1556160_a_at	---	---
1556161_a_at	---	---
1556162_at	IGSF3	3321
1556163_a_at	IGSF3	3321
1556165_at	---	---
1556166_x_at	---	---
1556167_at	HEATR7B1	339766
1556168_s_at	HEATR7B1	339766
1556170_at	---	---
1556171_a_at	---	---
1556172_at	---	---
1556173_a_at	---	---
1556175_at	MTSS1L	92154
1556176_at	TAF8	129685
1556178_x_at	TAF8	129685
1556180_at	LOC729678	729678
1556181_at	hCG_20426	441869
1556182_x_at	hCG_20426	441869
1556183_at	FLJ40330	645784
1556185_a_at	---	---
1556186_s_at	KIAA0090	23065
1556187_at	---	---
1556188_a_at	---	---
1556190_s_at	PRNP	5621
1556192_x_at	---	---
1556194_a_at	---	---
1556195_a_at	---	---
1556199_a_at	RGS9BP	388531
1556200_a_at	C10orf90	118611
1556201_at	RNASET2	8635
1556202_at	SRGAP2	23380
1556203_a_at	SRGAP2	23380
1556204_a_at	LOC730051	730051
1556205_at	QDPR	5860
1556206_at	---	---
1556207_a_at	---	---
1556209_at	CLEC2B	9976
1556210_at	---	---
1556211_a_at	---	---
1556212_x_at	---	---
1556213_a_at	BTG3	10950
1556216_s_at	---	---
1556220_at	---	---
1556221_a_at	---	---
1556222_at	RP11-291L22.2	285961
1556224_a_at	LOC791120 /// ZNF783	155060 /// 791120
1556226_at	---	---
1556227_at	VCPIP1	80124
1556228_a_at	VCPIP1	80124
1556229_at	---	---
1556231_a_at	---	---
1556232_at	KIF6	221458
1556233_s_at	KIF6	221458
1556235_at	---	---
1556236_at	---	---
1556238_at	---	---
1556239_a_at	---	---
1556240_at	---	---
1556242_a_at	---	---
1556244_s_at	LOC375196	375196
1556247_a_at	---	---
1556248_at	FLJ33065	440952
1556249_a_at	FLJ33065	440952
1556250_at	---	---
1556253_s_at	---	---
1556255_a_at	LOC400756	400756
1556256_a_at	---	---
1556257_at	LOC645513	645513
1556259_at	---	---
1556261_a_at	---	---
1556262_at	---	---
1556263_s_at	---	---
1556265_at	LOC400831	400831
1556266_a_at	LOC400831	400831
1556267_at	C12orf28	196446
1556269_at	MYT1	4661
1556271_at	---	---
1556272_a_at	---	---
1556274_at	---	---
1556277_a_at	PAPD4	167153
1556279_at	---	---
1556281_at	---	---
1556282_at	FGFR1OP2	26127
1556283_s_at	FGFR1OP2	26127
1556284_at	PPA2	27068
1556285_s_at	PPA2	27068
1556287_a_at	---	---
1556288_at	C18orf62	284274
1556289_at	---	---
1556291_at	DKFZp564N2472	285877
1556292_s_at	DKFZp564N2472	285877
1556294_at	---	---
1556296_at	---	---
1556297_a_at	---	---
1556299_s_at	FLJ40142	400073
1556300_s_at	SIM1	6492
1556301_at	---	---
1556304_s_at	---	---
1556306_at	---	---
1556308_at	PRRT3	285368
1556309_s_at	C1orf86 /// LOC100128003	100128003 /// 199990
1556312_at	C2orf71	388939
1556314_a_at	---	---
1556316_s_at	LOC284889 /// MIF	284889 /// 4282
1556318_s_at	---	---
1556319_at	LOC283270	283270
1556320_at	STOML1	9399
1556321_a_at	---	---
1556322_a_at	---	---
1556323_at	CUGBP2	10659
1556325_at	FILIP1	27145
1556327_a_at	---	---
1556328_at	---	---
1556329_a_at	---	---
1556331_a_at	---	---
1556332_at	---	---
1556333_at	---	---
1556334_s_at	---	---
1556336_at	CCBL2 /// LOC100131735 /// RBMX	100131735 /// 27316 /// 56267
1556338_at	---	---
1556339_a_at	---	---
1556340_at	MAPK12	6300
1556341_s_at	MAPK12	6300
1556344_at	LOC150051	150051
1556345_s_at	---	---
1556346_at	---	---
1556347_at	---	---
1556348_at	HEATR1	55127
1556350_a_at	EIF4A2	1974
1556351_at	HCN1	348980
1556352_at	---	---
1556354_s_at	RGL3	57139
1556355_x_at	RGL3	57139
1556356_at	ERICH1	157697
1556357_s_at	ERICH1	157697
1556359_at	C6orf89	221477
1556361_s_at	ANKRD13C	81573
1556362_at	---	---
1556364_at	LOC730057	730057
1556365_at	RP3-398D13.1	285780
1556366_s_at	RP3-398D13.1	285780
1556368_at	PHKG2	5261
1556369_a_at	PHKG2	5261
1556371_at	OLIG3	167826
1556373_a_at	---	---
1556374_s_at	---	---
1556375_at	---	---
1556377_s_at	LMO7	4008
1556378_a_at	LOC440896	440896
1556381_at	NARG1	80155
1556382_a_at	NARG1	80155
1556383_at	---	---
1556385_at	---	---
1556387_at	---	---
1556388_a_at	---	---
1556389_at	CNPY3	10695
1556392_a_at	---	---
1556393_at	---	---
1556394_a_at	---	---
1556395_at	---	---
1556397_at	---	---
1556398_a_at	---	---
1556400_at	---	---
1556401_a_at	---	---
1556402_at	---	---
1556404_a_at	LOC441208	441208
1556405_s_at	LOC374890	374890
1556406_at	LOC255025	255025
1556409_a_at	LOC100129932	100129932
1556410_a_at	KRTAP19-1	337882
1556411_s_at	KY	339855
1556412_at	---	---
1556413_a_at	---	---
1556414_at	C21orf71	282566
1556416_s_at	---	---
1556417_a_at	---	---
1556420_s_at	YPEL2	388403
1556421_at	LOC286189	286189
1556422_at	---	---
1556423_at	VASH1	22846
1556425_a_at	LOC284219	284219
1556426_at	HEXA	3073
1556427_s_at	LRRN4CL	221091
1556429_a_at	WDR67	93594
1556432_at	---	---
1556434_at	---	---
1556435_at	LOC400622	400622
1556436_at	C8orf50	340414
1556437_at	LOC253805	253805
1556439_at	---	---
1556442_x_at	---	---
1556444_a_at	---	---
1556445_at	---	---
1556447_at	LOC285370	285370
1556448_a_at	LOC285370	285370
1556449_at	---	---
1556451_at	---	---
1556452_a_at	LOC283761	283761
1556453_at	---	---
1556454_a_at	---	---
1556456_at	FLJ39739	388685
1556457_s_at	FLJ39739	388685
1556459_at	---	---
1556460_a_at	---	---
1556461_at	---	---
1556462_a_at	---	---
1556464_a_at	C2orf72	257407
1556465_at	---	---
1556467_at	ZNF80	7634
1556468_at	---	---
1556469_s_at	---	---
1556471_at	SCML4	256380
1556472_s_at	SCML4	256380
1556473_at	FLJ38379	285097
1556474_a_at	FLJ38379	285097
1556476_at	LOC283485	283485
1556477_a_at	LOC283485	283485
1556479_at	---	---
1556480_a_at	---	---
1556484_at	LRRC52	440699
1556486_at	---	---
1556487_a_at	C3orf15	89876
1556488_s_at	C3orf15	89876
1556489_at	LOC388946	388946
1556490_a_at	LOC388946	388946
1556491_at	---	---
1556492_a_at	---	---
1556493_a_at	JMJD2C	23081
1556494_at	---	---
1556496_a_at	---	---
1556497_a_at	---	---
1556498_at	RPL5	6125
1556499_s_at	COL1A1	1277
1556500_a_at	---	---
1556502_at	---	---
1556504_at	---	---
1556505_at	LOC100131366	100131366
1556507_at	---	---
1556508_s_at	---	---
1556510_at	---	---
1556511_a_at	---	---
1556513_at	ZNF573	126231
1556514_at	LOC338809	338809
1556516_at	C9orf93	203238
1556518_at	---	---
1556520_at	---	---
1556521_a_at	---	---
1556527_a_at	---	---
1556528_at	LOC285326	285326
1556529_a_at	LOC285326	285326
1556531_at	---	---
1556533_at	C17orf52	283994
1556536_at	hCG_2044152	729224
1556538_at	MFI2	4241
1556540_a_at	---	---
1556541_s_at	---	---
1556542_a_at	---	---
1556543_at	---	---
1556545_at	---	---
1556551_s_at	SLC39A6	25800
1556552_a_at	ACSF3	197322
1556553_at	---	---
1556554_at	TRIM50	135892
1556555_at	LOC100129461	100129461
1556558_s_at	FLJ36665	285266
1556560_a_at	LOC100128071	100128071
1556564_at	HHIPL1	84439
1556567_at	NAP1L4	4676
1556568_a_at	---	---
1556571_at	C8orf38	137682
1556573_s_at	LOC286178	286178
1556578_a_at	FLJ31945	440137
1556579_s_at	IGSF10	285313
1556580_a_at	---	---
1556581_at	ZNF778	197320
1556582_at	PVR	5817
1556583_a_at	SLC8A1	6546
1556584_at	---	---
1556586_x_at	---	---
1556588_at	C15orf37	283687
1556589_at	---	---
1556590_s_at	---	---
1556592_at	---	---
1556593_s_at	---	---
1556595_at	---	---
1556597_a_at	LOC284513	284513
1556598_at	ARPP-21 /// LOC100130503	100130503 /// 10777
1556599_s_at	ARPP-21 /// LOC100130503	100130503 /// 10777
1556601_a_at	SPATA13	221178
1556602_at	---	---
1556606_at	NAV2	89797
1556607_at	EHD4	30844
1556608_a_at	EHD4	30844
1556609_at	LOC401098	401098
1556613_s_at	LOC203107	203107
1556616_a_at	LOC100129637	100129637
1556617_a_at	---	---
1556618_at	---	---
1556619_at	---	---
1556620_at	---	---
1556621_a_at	---	---
1556622_s_at	---	---
1556623_at	---	---
1556624_at	---	---
1556625_a_at	---	---
1556627_at	DRP2	1821
1556629_a_at	SNAP25	6616
1556630_at	CASC2	255082
1556633_at	C1orf204 /// VSIG8	284677 /// 391123
1556636_at	---	---
1556638_at	PAX7	5081
1556639_at	LOC439914	439914
1556641_at	SLC7A14	57709
1556643_at	LOC100128718	100128718
1556645_s_at	---	---
1556646_at	---	---
1556648_a_at	C10orf40	283025
1556649_at	---	---
1556650_at	---	---
1556651_at	---	---
1556653_at	ANKAR	150709
1556654_at	---	---
1556655_s_at	---	---
1556656_at	---	---
1556657_at	---	---
1556658_a_at	---	---
1556659_at	---	---
1556661_at	CN5H6.4	150384
1556662_at	---	---
1556663_s_at	---	---
1556665_at	TTC6	115669
1556666_a_at	TTC6	115669
1556667_at	LOC348751	348751
1556669_a_at	---	---
1556670_at	---	---
1556671_s_at	---	---
1556672_a_at	RBM6	10180
1556675_s_at	---	---
1556676_a_at	---	---
1556677_at	---	---
1556678_a_at	---	---
1556679_at	---	---
1556682_s_at	---	---
1556683_x_at	---	---
1556684_at	RPPH1	85495
1556685_at	---	---
1556687_a_at	CLDN10	9071
1556689_a_at	WNT4	54361
1556690_s_at	---	---
1556694_a_at	---	---
1556695_a_at	FLJ42709	441094
1556696_s_at	FLJ42709	441094
1556697_at	GPRIN3	285513
1556698_a_at	GPRIN3	285513
1556699_at	---	---
1556700_a_at	---	---
1556701_at	DLGAP4	22839
1556704_s_at	LOC100133920 /// LOC286297	100133920 /// 286297
1556706_at	---	---
1556709_a_at	LOC283887	283887
1556711_at	C13orf30	144809
1556713_at	---	---
1556715_at	PRPSAP1	5635
1556717_at	---	---
1556718_s_at	---	---
1556721_at	FLJ33706	284805
1556722_a_at	FLJ33706	284805
1556724_at	LOC100128398	100128398
1556725_a_at	LOC100128398	100128398
1556727_at	PRCD	768206
1556728_at	---	---
1556730_at	LOC652993	652993
1556732_at	EML4	27436
1556734_at	---	---
1556735_at	---	---
1556736_at	LOC100129858	100129858
1556737_at	FLJ31222	388387
1556739_at	GOLGA9P	283796
1556740_at	---	---
1556742_at	LOC728411	728411
1556743_at	---	---
1556744_a_at	---	---
1556747_a_at	---	---
1556748_x_at	---	---
1556749_at	---	---
1556750_at	LOC153577	153577
1556753_s_at	---	---
1556754_at	---	---
1556755_s_at	LOC286149	286149
1556757_a_at	ALS2CR11	151254
1556758_at	C10orf18	54906
1556759_at	---	---
1556760_a_at	---	---
1556761_at	---	---
1556762_a_at	---	---
1556763_at	---	---
1556764_s_at	---	---
1556766_at	ERICH1	157697
1556768_at	LOC100144604	100144604
1556769_a_at	---	---
1556770_a_at	FBXL13	222235
1556771_a_at	LOC415056	415056
1556773_at	---	---
1556775_at	---	---
1556776_a_at	---	---
1556777_a_at	---	---
1556778_at	---	---
1556779_s_at	---	---
1556781_at	---	---
1556783_a_at	---	---
1556784_at	---	---
1556786_at	PDE5A	8654
1556787_s_at	PDE5A	8654
1556789_a_at	---	---
1556793_a_at	FAM83C	128876
1556794_at	---	---
1556796_at	---	---
1556797_at	LOC386597	386597
1556798_a_at	LOC386597	386597
1556800_a_at	---	---
1556801_at	LOC400794	400794
1556803_at	POLR3B	55703
1556804_s_at	POLR3B	55703
1556805_at	---	---
1556806_at	---	---
1556808_at	---	---
1556809_a_at	---	---
1556810_a_at	---	---
1556812_a_at	---	---
1556813_at	---	---
1556814_a_at	---	---
1556815_at	---	---
1556817_a_at	---	---
1556818_at	---	---
1556820_a_at	DLEU2	8847
1556821_x_at	DLEU2	8847
1556822_s_at	ZNF837	116412
1556823_s_at	---	---
1556824_at	---	---
1556826_s_at	C1orf187	374946
1556827_at	LOC339929	339929
1556828_at	---	---
1556829_at	TIPARP	25976
1556831_at	DYNC1H1	1778
1556832_at	---	---
1556834_at	---	---
1556835_s_at	---	---
1556836_at	---	---
1556837_a_at	---	---
1556839_s_at	SPTBN5	51332
1556841_a_at	ALDH1L2	160428
1556842_at	LOC286087	286087
1556844_at	LOC100132078	100132078
1556846_at	---	---
1556847_s_at	---	---
1556849_at	---	---
1556850_at	CEP290	80184
1556851_at	---	---
1556852_a_at	---	---
1556854_at	LOC283501	283501
1556855_a_at	LOC283501	283501
1556856_at	---	---
1556859_a_at	LOC285740	285740
1556864_at	TCTN1	79600
1556865_at	---	---
1556867_at	---	---
1556872_s_at	IQSEC3 /// LOC100134209 /// LOC731035	100134209 /// 440073 /// 731035
1556873_at	MEX3C	51320
1556874_a_at	MEX3C	51320
1556876_s_at	TPTEps1	440140
1556877_at	---	---
1556879_at	---	---
1556881_at	MORN2	729967
1556883_a_at	LOC440896	440896
1556884_a_at	---	---
1556885_at	LAYN	143903
1556886_a_at	LAYN	143903
1556887_at	NCRNA00119	348808
1556888_at	---	---
1556889_s_at	---	---
1556891_at	SORCS1	114815
1556894_at	NT5DC2	64943
1556895_a_at	NT5DC2	64943
1556896_at	LOC284751	284751
1556898_at	LOC200830	200830
1556899_at	---	---
1556900_at	LOC149773	149773
1556901_s_at	LOC149773	149773
1556903_at	---	---
1556904_at	---	---
1556905_at	ZNF577	84765
1556907_at	ZNF474	133923
1556909_at	---	---
1556911_at	---	---
1556912_at	GIT2	9815
1556913_a_at	GIT2	9815
1556914_at	---	---
1556916_a_at	---	---
1556917_a_at	---	---
1556919_at	LEPR	3953
1556920_s_at	LOC646168	646168
1556921_at	---	---
1556923_at	---	---
1556924_at	ALS2CR10	65072
1556925_at	SMC3	9126
1556927_at	KCNK10	54207
1556928_at	---	---
1556929_at	PAPOLG	64895
1556931_at	---	---
1556932_at	---	---
1556933_at	---	---
1556935_at	---	---
1556936_at	---	---
1556937_at	---	---
1556938_a_at	---	---
1556940_at	LOC283484	283484
1556941_a_at	LOC283484	283484
1556942_at	---	---
1556944_at	---	---
1556945_a_at	---	---
1556947_at	---	---
1556950_s_at	SERPINB6	5269
1556951_at	---	---
1556952_at	---	---
1556954_at	LOC283854	283854
1556956_at	CRIM2	375616
1556958_at	---	---
1556959_at	hCG_2007354	647589
1556960_a_at	hCG_2007354	647589
1556962_at	---	---
1556963_at	---	---
1556964_s_at	---	---
1556967_at	ZDHHC14	79683
1556969_at	CCDC108	255101
1556970_at	---	---
1556971_a_at	---	---
1556972_at	---	---
1556976_s_at	---	---
1556978_a_at	TAF8	129685
1556980_at	---	---
1556982_at	---	---
1556983_a_at	---	---
1556984_at	---	---
1556985_at	---	---
1556986_at	OR2H1	26716
1556987_s_at	OR2H1	26716
1556988_s_at	CHD1L	9557
1556989_at	---	---
1556990_at	PERP	64065
1556992_at	LOC550113	550113
1556994_at	---	---
1556996_at	---	---
1556997_a_at	---	---
1556999_at	LOC285045	285045
1557000_at	ESPNL	339768
1557002_x_at	ESPNL	339768
1557003_at	---	---
1557004_at	LOC285389	285389
1557007_a_at	---	---
1557008_at	LOC340107	340107
1557009_a_at	LOC340107	340107
1557012_a_at	---	---
1557014_a_at	C9orf122	158228
1557016_a_at	C1orf177	163747
1557017_at	---	---
1557018_a_at	---	---
1557021_s_at	---	---
1557022_at	---	---
1557024_at	---	---
1557025_a_at	---	---
1557026_at	---	---
1557027_at	LOC651721	651721
1557029_at	---	---
1557030_at	GAB1	2549
1557031_at	RNF212	285498
1557034_s_at	LOC100134445	100134445
1557036_at	ZBTB1	22890
1557037_a_at	---	---
1557038_s_at	---	---
1557042_at	---	---
1557044_at	LOC100127980	100127980
1557046_x_at	LOC100127980	100127980
1557047_at	YEATS2	55689
1557049_at	LOC149478	149478
1557050_at	---	---
1557051_s_at	---	---
1557052_at	---	---
1557053_s_at	UBE2G2	7327
1557055_s_at	LOC643837	643837
1557056_at	C5orf47	133491
1557057_a_at	C5orf47	133491
1557059_at	LOC254128	254128
1557060_at	---	---
1557062_at	LOC100129195	100129195
1557063_at	FLJ45244	400242
1557064_s_at	HGSNAT	138050
1557065_at	YLPM1	56252
1557066_at	LUC7L	55692
1557067_s_at	LUC7L	55692
1557068_at	KRT37	8688
1557070_at	LOC100130275	100130275
1557071_s_at	NUB1	51667
1557073_s_at	TTBK2	146057
1557077_a_at	---	---
1557078_at	SLFN5	162394
1557079_at	ITGBL1	9358
1557080_s_at	ITGBL1	9358
1557081_at	RBM25	58517
1557085_at	PLAC1L	219990
1557089_at	KIF5C	3800
1557091_at	FLJ36070	284358
1557094_at	LOC653110	653110
1557098_s_at	HAR1A	768096
1557099_at	---	---
1557100_s_at	HECTD1	25831
1557103_a_at	LMTK3	114783
1557104_at	ZNF397OS	100101467
1557105_a_at	ZNF397OS	100101467
1557107_at	LOC286002	286002
1557112_a_at	VPS53	55275
1557113_at	LOC283588	283588
1557114_a_at	LOC284385	284385
1557116_at	APOL6	80830
1557117_at	---	---
1557118_a_at	---	---
1557119_a_at	ZNF575	284346
1557120_at	EEF1A1	1915
1557121_s_at	---	---
1557122_s_at	GABRB2	2561
1557123_a_at	CHADL	150356
1557124_at	LOC440104	440104
1557126_a_at	PLD1	5337
1557128_at	FAM111B	374393
1557129_a_at	FAM111B	374393
1557131_at	LOC254100	254100
1557132_at	WDR17	116966
1557133_at	RP1-177G6.2	286411
1557135_at	---	---
1557136_at	ATP13A4	84239
1557137_at	TMEM17	200728
1557139_at	---	---
1557141_at	FLJ22374	84182
1557143_at	CSMD2	114784
1557145_at	STK38	11329
1557146_a_at	FLJ32252	146336
1557147_a_at	---	---
1557148_at	HM13	81502
1557149_at	---	---
1557151_at	TRIM31	11074
1557154_at	FLJ30375	440982
1557155_a_at	FLJ30375	440982
1557158_s_at	MLL3	58508
1557161_at	LOC100132735	100132735
1557162_at	FLJ25404	146378
1557164_a_at	---	---
1557165_s_at	KLHL18	23276
1557166_at	PDCD4	27250
1557167_at	HCG11	493812
1557169_x_at	HCG11	493812
1557170_at	NEK8	284086
1557172_x_at	NEK8	284086
1557174_a_at	---	---
1557176_a_at	C14orf37	145407
1557177_at	LOC100129386	100129386
1557179_s_at	---	---
1557180_at	C11orf87	399947
1557181_s_at	C11orf87	399947
1557185_at	TPCN1	53373
1557186_s_at	TPCN1	53373
1557189_at	DNASE1	1773
1557190_at	---	---
1557192_at	---	---
1557193_at	---	---
1557194_a_at	---	---
1557195_at	---	---
1557196_a_at	---	---
1557197_a_at	LGALS3	3958
1557203_at	PABPC1L2A /// PABPC1L2B	340529 /// 645974
1557206_at	FLJ35848	284071
1557207_s_at	LOC283177	283177
1557208_at	LOC219731	219731
1557211_a_at	C14orf86	283592
1557212_at	FLJ33065	440952
1557214_at	---	---
1557215_at	---	---
1557217_a_at	FANCB	2187
1557218_s_at	FANCB	2187
1557219_at	---	---
1557222_at	---	---
1557223_at	RBPMS /// SDHALP2	11030 /// 727956
1557224_at	---	---
1557225_at	ASPG	374569
1557226_a_at	ASPG	374569
1557227_s_at	TPR	7175
1557228_at	EHBP1L1	254102
1557232_at	---	---
1557233_at	LOC285441	285441
1557235_at	LOC100130825	100130825
1557236_at	APOL6	80830
1557238_s_at	---	---
1557239_at	BBX	56987
1557240_a_at	---	---
1557241_a_at	---	---
1557242_at	---	---
1557244_a_at	---	---
1557246_at	KIDINS220	57498
1557248_at	ZNF587	84914
1557252_at	---	---
1557256_a_at	---	---
1557257_at	BCL10	8915
1557258_a_at	BCL10	8915
1557260_a_at	ZNF382	84911
1557261_at	LOC652637 /// WHDC1L1 /// WHDC1L2	339005 /// 440253 /// 652637
1557262_at	LOC100131731	100131731
1557263_s_at	LOC100131731	100131731
1557265_at	---	---
1557267_s_at	LOC284952	284952
1557270_at	---	---
1557274_at	---	---
1557275_a_at	---	---
1557276_at	---	---
1557277_a_at	---	---
1557278_s_at	TNPO1	3842
1557279_at	---	---
1557280_s_at	---	---
1557283_a_at	ZNF519	162655
1557285_at	AREGB	727738
1557286_at	---	---
1557287_at	---	---
1557289_s_at	GTF2IRD2	84163
1557290_at	DPY19L2 /// DPY19L2P1 /// DPY19L2P2 /// DPY19L2P4	283417 /// 349152 /// 442523 /// 554236
1557292_a_at	MCOLN3	55283
1557293_at	LOC440993	440993
1557295_a_at	---	---
1557296_at	FLJ12825	440101
1557297_at	---	---
1557300_s_at	---	---
1557301_a_at	---	---
1557302_at	---	---
1557303_at	LOC100131349 /// NT5C	100131349 /// 30833
1557305_at	TACC1	6867
1557309_at	DENND1B	163486
1557311_at	LOC100131354	100131354
1557312_at	C12orf61	283416
1557314_at	---	---
1557315_a_at	---	---
1557316_at	---	---
1557319_at	---	---
1557321_a_at	CAPN14	440854
1557322_at	ZNF230	7773
1557325_at	---	---
1557326_at	---	---
1557328_at	LOC283665	283665
1557329_at	---	---
1557330_at	---	---
1557331_at	POLR1B	84172
1557334_a_at	FERMT1	55612
1557335_at	---	---
1557336_at	---	---
1557338_x_at	---	---
1557339_at	---	---
1557341_x_at	---	---
1557342_a_at	FLJ27365 /// LOC150381	150381 /// 400931
1557343_at	---	---
1557345_at	LOC283516	283516
1557346_a_at	---	---
1557347_at	MCPH1	79648
1557348_at	---	---
1557349_at	RERE	473
1557350_at	G3BP1	10146
1557352_at	SQLE	6713
1557353_at	---	---
1557354_at	SOS1	6654
1557357_at	LOC440944	440944
1557359_at	LOC285758	285758
1557360_at	LRPPRC	10128
1557362_at	PHIP	55023
1557363_a_at	PHIP	55023
1557366_at	CCDC144A /// CCDC144B /// CCDC144C /// LOC100134159	100134159 /// 284047 /// 348254 /// 9720
1557369_a_at	LOC285401	285401
1557370_s_at	MYCBP2	23077
1557371_a_at	LOC158376	158376
1557372_at	FLJ41757	440862
1557373_at	LOC339505	339505
1557374_at	ABCC9	10060
1557375_at	---	---
1557380_at	AGAP11	119385
1557382_x_at	AGAP11	119385
1557383_a_at	---	---
1557384_at	ZNF131	7690
1557385_at	FAM161A	84140
1557386_at	---	---
1557388_at	RTTN	25914
1557389_at	---	---
1557394_at	DLGAP4	22839
1557395_at	LOC255130	255130
1557398_at	---	---
1557399_at	LOC284009	284009
1557400_at	---	---
1557402_at	---	---
1557403_s_at	---	---
1557404_at	---	---
1557405_at	LOC283697	283697
1557406_s_at	LOC283697	283697
1557409_at	---	---
1557410_at	---	---
1557411_s_at	SLC25A43	203427
1557413_a_at	---	---
1557415_s_at	LETM2	137994
1557417_s_at	RSPH10B /// RSPH10B2	222967 /// 728194
1557418_at	---	---
1557419_a_at	---	---
1557421_at	---	---
1557422_at	---	---
1557424_at	---	---
1557427_at	---	---
1557429_s_at	C15orf33	196951
1557430_at	LOC147670	147670
1557431_at	---	---
1557432_at	RASAL2	9462
1557433_at	---	---
1557434_at	---	---
1557436_at	XKR6	286046
1557437_a_at	---	---
1557438_at	---	---
1557439_at	---	---
1557443_s_at	---	---
1557444_at	TREML3	340206
1557446_x_at	TREML3	340206
1557448_a_at	---	---
1557450_s_at	WHDC1L2	440253
1557451_at	DGCR10	26222
1557452_at	---	---
1557453_at	---	---
1557455_s_at	MOSPD1	56180
1557456_a_at	---	---
1557457_at	---	---
1557458_s_at	SHB	6461
1557459_at	---	---
1557463_at	---	---
1557465_at	LOC100132760 /// RP11-327P2.4	100132760 /// 283521
1557466_at	FLJ31104	441072
1557468_at	---	---
1557470_at	SPATA13	221178
1557472_a_at	FLJ30838	400955
1557474_at	LOC284578	284578
