FILE_NAME	PEAK_NAME	RETENTION_TIME	MZ
BRC_CLARKE_Metab_Lcc9_Lcc1.Rda	139.9959_0.6356	0.6356	139.9959
BRC_CLARKE_Metab_Lcc9_Lcc1.Rda	140.0674_0.3173	0.3173	140.0674
BRC_CLARKE_Metab_Lcc9_Lcc1.Rda	141.0093_9.1753	9.1753	141.0093
BRC_CLARKE_Metab_Lcc9_Lcc1.Rda	142.0318_0.5399	0.5399	142.0318
BRC_CLARKE_Metab_Lcc9_Lcc1.Rda	142.033_1.0532	1.0532	142.033
BRC_CLARKE_Metab_Lcc9_Lcc1.Rda	142.0414_1.6182	1.6182	142.0414
BRC_CLARKE_Metab_Lcc9_Lcc1.Rda	142.0645_1.8933	1.8933	142.0645
BRC_CLARKE_Metab_Lcc9_Lcc1.Rda	142.1225_2.5342	2.5342	142.1225
BRC_CLARKE_Metab_Lcc9_Lcc1.Rda	143.0721_1.8926	1.8926	143.0721
BRC_CLARKE_Metab_Lcc9_Lcc1.Rda	144.0114_0.5411	0.5411	144.0114
BRC_CLARKE_Metab_Lcc9_Lcc1.Rda	144.0644_0.39	0.39	144.0644
BRC_CLARKE_Metab_Lcc9_Lcc1.Rda	144.0795_2.2283	2.2283	144.0795
BRC_CLARKE_Metab_Lcc9_Lcc1.Rda	144.0802_1.892	1.892	144.0802
BRC_CLARKE_Metab_Lcc9_Lcc1.Rda	144.1009_1.8096	1.8096	144.1009
BRC_CLARKE_Metab_Lcc9_Lcc1.Rda	145.1022_5.7886	5.7886	145.1022
BRC_CLARKE_Metab_Lcc9_Lcc1.Rda	146.0595_1.8919	1.8919	146.0595
BRC_CLARKE_Metab_Lcc9_Lcc1.Rda	146.0595_3.3319	3.3319	146.0595
BRC_CLARKE_Metab_Lcc9_Lcc1.Rda	146.9813_0.3226	0.3226	146.9813
BRC_CLARKE_Metab_Lcc9_Lcc1.Rda	147.0437_0.7989	0.7989	147.0437
BRC_CLARKE_Metab_Lcc9_Lcc1.Rda	147.0653_5.7834	5.7834	147.0653
BRC_CLARKE_Metab_Lcc9_Lcc1.Rda	147.0753_0.3667	0.3667	147.0753
BRC_CLARKE_Metab_Lcc9_Lcc1.Rda	147.1161_8.902	8.902	147.1161
BRC_CLARKE_Metab_Lcc9_Lcc1.Rda	148.0591_0.4151	0.4151	148.0591
BRC_CLARKE_Metab_Lcc9_Lcc1.Rda	149.0229_7.0991	7.0991	149.0229
BRC_CLARKE_Metab_Lcc9_Lcc1.Rda	149.0234_5.0128	5.0128	149.0234
BRC_CLARKE_Metab_Lcc9_Lcc1.Rda	149.0595_5.9256	5.9256	149.0595
BRC_CLARKE_Metab_Lcc9_Lcc1.Rda	149.0612_1.5494	1.5494	149.0612
BRC_CLARKE_Metab_Lcc9_Lcc1.Rda	150.0126_0.3002	0.3002	150.0126
BRC_CLARKE_Metab_Lcc9_Lcc1.Rda	150.0763_0.7494	0.7494	150.0763
BRC_CLARKE_Metab_Lcc9_Lcc1.Rda	151.0461_0.3358	0.3358	151.0461
BRC_CLARKE_Metab_Lcc9_Lcc1.Rda	151.0754_5.7746	5.7746	151.0754
BRC_CLARKE_Metab_Lcc9_Lcc1.Rda	151.9506_0.2986	0.2986	151.9506
BRC_CLARKE_Metab_Lcc9_Lcc1.Rda	152.0286_0.344	0.344	152.0286
BRC_CLARKE_Metab_Lcc9_Lcc1.Rda	152.0558_1.4236	1.4236	152.0558
BRC_CLARKE_Metab_Lcc9_Lcc1.Rda	152.0563_0.484	0.484	152.0563
BRC_CLARKE_Metab_Lcc9_Lcc1.Rda	152.1415_3.4247	3.4247	152.1415
BRC_CLARKE_Metab_Lcc9_Lcc1.Rda	153.1277_3.4272	3.4272	153.1277
BRC_CLARKE_Metab_Lcc9_Lcc1.Rda	154.0477_2.2157	2.2157	154.0477
BRC_CLARKE_Metab_Lcc9_Lcc1.Rda	154.083_0.958	0.958	154.083
BRC_CLARKE_Metab_Lcc9_Lcc1.Rda	154.122_3.3134	3.3134	154.122
BRC_CLARKE_Metab_Lcc9_Lcc1.Rda	155.1161_1.4475	1.4475	155.1161
BRC_CLARKE_Metab_Lcc9_Lcc1.Rda	155.9752_0.628	0.628	155.9752
BRC_CLARKE_Metab_Lcc9_Lcc1.Rda	156.0413_0.3188	0.3188	156.0413
BRC_CLARKE_Metab_Lcc9_Lcc1.Rda	156.1374_2.9891	2.9891	156.1374
BRC_CLARKE_Metab_Lcc9_Lcc1.Rda	156.1376_0.5394	0.5394	156.1376
BRC_CLARKE_Metab_Lcc9_Lcc1.Rda	157.1003_5.7802	5.7802	157.1003
BRC_CLARKE_Metab_Lcc9_Lcc1.Rda	158.043_0.4512	0.4512	158.043
BRC_CLARKE_Metab_Lcc9_Lcc1.Rda	158.059_1.5998	1.5998	158.059
BRC_CLARKE_Metab_Lcc9_Lcc1.Rda	158.116_0.4648	0.4648	158.116
BRC_CLARKE_Metab_Lcc9_Lcc1.Rda	158.1523_4.6627	4.6627	158.1523
BRC_CLARKE_Metab_Lcc9_Lcc1.Rda	158.964_0.2915	0.2915	158.964
BRC_CLARKE_Metab_Lcc9_Lcc1.Rda	159.02_1.6172	1.6172	159.02
BRC_CLARKE_Metab_Lcc9_Lcc1.Rda	159.0202_9.1786	9.1786	159.0202
BRC_CLARKE_Metab_Lcc9_Lcc1.Rda	159.0272_1.4264	1.4264	159.0272
BRC_CLARKE_Metab_Lcc9_Lcc1.Rda	159.0908_1.892	1.892	159.0908
BRC_CLARKE_Metab_Lcc9_Lcc1.Rda	160.0422_3.8251	3.8251	160.0422
BRC_CLARKE_Metab_Lcc9_Lcc1.Rda	160.1324_0.4498	0.4498	160.1324
BRC_CLARKE_Metab_Lcc9_Lcc1.Rda	161.0962_5.7825	5.7825	161.0962
