PATIENT_ID	SAMPLE_ID	ARRAY_DESIGN	RDA_FILE	RDA_DESCRIPTION
OXFT_1127	OXFT_1127_SEL	U133A	Loi_plier-mm_GSEA6532_GPL96_T.Rda	Plier Normalized using U133A GPL96 platform
OXFT_1133	OXFT_1133_SEL	U133A	Loi_plier-mm_GSEA6532_GPL96_T.Rda	Plier Normalized using U133A GPL96 platform
OXFT_114	OXFT_114_SEL	U133A	Loi_plier-mm_GSEA6532_GPL96_T.Rda	Plier Normalized using U133A GPL96 platform
OXFT_1142	OXFT_1142_SEL	U133A	Loi_plier-mm_GSEA6532_GPL96_T.Rda	Plier Normalized using U133A GPL96 platform
OXFT_1156	OXFT_1156_SEL	U133A	Loi_plier-mm_GSEA6532_GPL96_T.Rda	Plier Normalized using U133A GPL96 platform
OXFT_1157	OXFT_1157_SEL	U133A	Loi_plier-mm_GSEA6532_GPL96_T.Rda	Plier Normalized using U133A GPL96 platform
OXFT_116	OXFT_116_SEL	U133A	Loi_plier-mm_GSEA6532_GPL96_T.Rda	Plier Normalized using U133A GPL96 platform
OXFT_1167	OXFT_1167_SEL	U133A	Loi_plier-mm_GSEA6532_GPL96_T.Rda	Plier Normalized using U133A GPL96 platform
OXFT_1168	OXFT_1168_SEL	U133A	Loi_plier-mm_GSEA6532_GPL96_T.Rda	Plier Normalized using U133A GPL96 platform
OXFT_1173	OXFT_1173_SEL	U133A	Loi_plier-mm_GSEA6532_GPL96_T.Rda	Plier Normalized using U133A GPL96 platform
OXFT_1177	OXFT_1177_SEL	U133A	Loi_plier-mm_GSEA6532_GPL96_T.Rda	Plier Normalized using U133A GPL96 platform
OXFT_1181	OXFT_1181_SEL	U133A	Loi_plier-mm_GSEA6532_GPL96_T.Rda	Plier Normalized using U133A GPL96 platform
OXFT_1193	OXFT_1193_SEL	U133A	Loi_plier-mm_GSEA6532_GPL96_T.Rda	Plier Normalized using U133A GPL96 platform
OXFT_1200	OXFT_1200_SEL	U133A	Loi_plier-mm_GSEA6532_GPL96_T.Rda	Plier Normalized using U133A GPL96 platform
OXFT_124	OXFT_124_SEL	U133A	Loi_plier-mm_GSEA6532_GPL96_T.Rda	Plier Normalized using U133A GPL96 platform
OXFT_1301	OXFT_1301_SEL	U133A	Loi_plier-mm_GSEA6532_GPL96_T.Rda	Plier Normalized using U133A GPL96 platform
OXFT_1320	OXFT_1320_SEL	U133A	Loi_plier-mm_GSEA6532_GPL96_T.Rda	Plier Normalized using U133A GPL96 platform
OXFT_1331	OXFT_1331_SEL	U133A	Loi_plier-mm_GSEA6532_GPL96_T.Rda	Plier Normalized using U133A GPL96 platform
OXFT_1342	OXFT_1342_SEL	U133A	Loi_plier-mm_GSEA6532_GPL96_T.Rda	Plier Normalized using U133A GPL96 platform
OXFT_1397	OXFT_1397_SEL	U133A	Loi_plier-mm_GSEA6532_GPL96_T.Rda	Plier Normalized using U133A GPL96 platform
OXFT_1432	OXFT_1432_SEL	U133A	Loi_plier-mm_GSEA6532_GPL96_T.Rda	Plier Normalized using U133A GPL96 platform
OXFT_1441	OXFT_1441_SEL	U133A	Loi_plier-mm_GSEA6532_GPL96_T.Rda	Plier Normalized using U133A GPL96 platform
OXFT_1525	OXFT_1525_SEL	U133A	Loi_plier-mm_GSEA6532_GPL96_T.Rda	Plier Normalized using U133A GPL96 platform
OXFT_1579	OXFT_1579_SEL	U133A	Loi_plier-mm_GSEA6532_GPL96_T.Rda	Plier Normalized using U133A GPL96 platform
OXFT_1662	OXFT_1662_SEL	U133A	Loi_plier-mm_GSEA6532_GPL96_T.Rda	Plier Normalized using U133A GPL96 platform
OXFT_1766	OXFT_1766_SEL	U133A	Loi_plier-mm_GSEA6532_GPL96_T.Rda	Plier Normalized using U133A GPL96 platform
OXFT_1769	OXFT_1769_SEL	U133A	Loi_plier-mm_GSEA6532_GPL96_T.Rda	Plier Normalized using U133A GPL96 platform
OXFT_1770	OXFT_1770_SEL	U133A	Loi_plier-mm_GSEA6532_GPL96_T.Rda	Plier Normalized using U133A GPL96 platform
OXFT_1800	OXFT_1800_SEL	U133A	Loi_plier-mm_GSEA6532_GPL96_T.Rda	Plier Normalized using U133A GPL96 platform
OXFT_1804	OXFT_1804_SEL	U133A	Loi_plier-mm_GSEA6532_GPL96_T.Rda	Plier Normalized using U133A GPL96 platform
OXFT_1818	OXFT_1818_SEL	U133A	Loi_plier-mm_GSEA6532_GPL96_T.Rda	Plier Normalized using U133A GPL96 platform
OXFT_1821	OXFT_1821_SEL	U133A	Loi_plier-mm_GSEA6532_GPL96_T.Rda	Plier Normalized using U133A GPL96 platform
OXFT_1889	OXFT_1889_SEL	U133A	Loi_plier-mm_GSEA6532_GPL96_T.Rda	Plier Normalized using U133A GPL96 platform
OXFT_1902	OXFT_1902_SEL	U133A	Loi_plier-mm_GSEA6532_GPL96_T.Rda	Plier Normalized using U133A GPL96 platform
OXFT_192	OXFT_192_SEL	U133A	Loi_plier-mm_GSEA6532_GPL96_T.Rda	Plier Normalized using U133A GPL96 platform
OXFT_1939	OXFT_1939_SEL	U133A	Loi_plier-mm_GSEA6532_GPL96_T.Rda	Plier Normalized using U133A GPL96 platform
OXFT_1962	OXFT_1962_SEL	U133A	Loi_plier-mm_GSEA6532_GPL96_T.Rda	Plier Normalized using U133A GPL96 platform
OXFT_1981	OXFT_1981_SEL	U133A	Loi_plier-mm_GSEA6532_GPL96_T.Rda	Plier Normalized using U133A GPL96 platform
OXFT_1982	OXFT_1982_SEL	U133A	Loi_plier-mm_GSEA6532_GPL96_T.Rda	Plier Normalized using U133A GPL96 platform
OXFT_2002	OXFT_2002_SEL	U133A	Loi_plier-mm_GSEA6532_GPL96_T.Rda	Plier Normalized using U133A GPL96 platform
OXFT_2005	OXFT_2005_SEL	U133A	Loi_plier-mm_GSEA6532_GPL96_T.Rda	Plier Normalized using U133A GPL96 platform
OXFT_2027	OXFT_2027_SEL	U133A	Loi_plier-mm_GSEA6532_GPL96_T.Rda	Plier Normalized using U133A GPL96 platform
OXFT_2057	OXFT_2057_SEL	U133A	Loi_plier-mm_GSEA6532_GPL96_T.Rda	Plier Normalized using U133A GPL96 platform
OXFT_2069	OXFT_2069_SEL	U133A	Loi_plier-mm_GSEA6532_GPL96_T.Rda	Plier Normalized using U133A GPL96 platform
OXFT_209	OXFT_209_SEL	U133A	Loi_plier-mm_GSEA6532_GPL96_T.Rda	Plier Normalized using U133A GPL96 platform
OXFT_2092	OXFT_2092_SEL	U133A	Loi_plier-mm_GSEA6532_GPL96_T.Rda	Plier Normalized using U133A GPL96 platform
OXFT_2093	OXFT_2093_SEL	U133A	Loi_plier-mm_GSEA6532_GPL96_T.Rda	Plier Normalized using U133A GPL96 platform
OXFT_2152	OXFT_2152_SEL	U133A	Loi_plier-mm_GSEA6532_GPL96_T.Rda	Plier Normalized using U133A GPL96 platform
OXFT_2175	OXFT_2175_SEL	U133A	Loi_plier-mm_GSEA6532_GPL96_T.Rda	Plier Normalized using U133A GPL96 platform
OXFT_2188	OXFT_2188_SEL	U133A	Loi_plier-mm_GSEA6532_GPL96_T.Rda	Plier Normalized using U133A GPL96 platform
OXFT_2190	OXFT_2190_SEL	U133A	Loi_plier-mm_GSEA6532_GPL96_T.Rda	Plier Normalized using U133A GPL96 platform
OXFT_2220	OXFT_2220_SEL	U133A	Loi_plier-mm_GSEA6532_GPL96_T.Rda	Plier Normalized using U133A GPL96 platform
OXFT_2221	OXFT_2221_SEL	U133A	Loi_plier-mm_GSEA6532_GPL96_T.Rda	Plier Normalized using U133A GPL96 platform
OXFT_2227	OXFT_2227_SEL	U133A	Loi_plier-mm_GSEA6532_GPL96_T.Rda	Plier Normalized using U133A GPL96 platform
OXFT_2338	OXFT_2338_SEL	U133A	Loi_plier-mm_GSEA6532_GPL96_T.Rda	Plier Normalized using U133A GPL96 platform
OXFT_2340	OXFT_2340_SEL	U133A	Loi_plier-mm_GSEA6532_GPL96_T.Rda	Plier Normalized using U133A GPL96 platform
OXFT_2341	OXFT_2341_SEL	U133A	Loi_plier-mm_GSEA6532_GPL96_T.Rda	Plier Normalized using U133A GPL96 platform
OXFT_3597	OXFT_3597_SEL	U133A	Loi_plier-mm_GSEA6532_GPL96_T.Rda	Plier Normalized using U133A GPL96 platform
OXFT_375	OXFT_375_SEL	U133A	Loi_plier-mm_GSEA6532_GPL96_T.Rda	Plier Normalized using U133A GPL96 platform
OXFT_380	OXFT_380_SEL	U133A	Loi_plier-mm_GSEA6532_GPL96_T.Rda	Plier Normalized using U133A GPL96 platform
OXFT_412	OXFT_412_SEL	U133A	Loi_plier-mm_GSEA6532_GPL96_T.Rda	Plier Normalized using U133A GPL96 platform
OXFT_427	OXFT_427_SEL	U133A	Loi_plier-mm_GSEA6532_GPL96_T.Rda	Plier Normalized using U133A GPL96 platform
OXFT_429	OXFT_429_SEL	U133A	Loi_plier-mm_GSEA6532_GPL96_T.Rda	Plier Normalized using U133A GPL96 platform
OXFT_443	OXFT_443_SEL	U133A	Loi_plier-mm_GSEA6532_GPL96_T.Rda	Plier Normalized using U133A GPL96 platform
OXFT_4904	OXFT_4904_SEL	U133A	Loi_plier-mm_GSEA6532_GPL96_T.Rda	Plier Normalized using U133A GPL96 platform
OXFT_511	OXFT_511_SEL	U133A	Loi_plier-mm_GSEA6532_GPL96_T.Rda	Plier Normalized using U133A GPL96 platform
OXFT_5210	OXFT_5210_SEL	U133A	Loi_plier-mm_GSEA6532_GPL96_T.Rda	Plier Normalized using U133A GPL96 platform
OXFT_5428	OXFT_5428_SEL	U133A	Loi_plier-mm_GSEA6532_GPL96_T.Rda	Plier Normalized using U133A GPL96 platform
OXFT_55	OXFT_55_SEL	U133A	Loi_plier-mm_GSEA6532_GPL96_T.Rda	Plier Normalized using U133A GPL96 platform
OXFT_550	OXFT_550_SEL	U133A	Loi_plier-mm_GSEA6532_GPL96_T.Rda	Plier Normalized using U133A GPL96 platform
OXFT_555	OXFT_555_SEL	U133A	Loi_plier-mm_GSEA6532_GPL96_T.Rda	Plier Normalized using U133A GPL96 platform
OXFT_588	OXFT_588_SEL	U133A	Loi_plier-mm_GSEA6532_GPL96_T.Rda	Plier Normalized using U133A GPL96 platform
OXFT_595	OXFT_595_SEL	U133A	Loi_plier-mm_GSEA6532_GPL96_T.Rda	Plier Normalized using U133A GPL96 platform
OXFT_596	OXFT_596_SEL	U133A	Loi_plier-mm_GSEA6532_GPL96_T.Rda	Plier Normalized using U133A GPL96 platform
OXFT_619	OXFT_619_SEL	U133A	Loi_plier-mm_GSEA6532_GPL96_T.Rda	Plier Normalized using U133A GPL96 platform
OXFT_630	OXFT_630_SEL	U133A	Loi_plier-mm_GSEA6532_GPL96_T.Rda	Plier Normalized using U133A GPL96 platform
OXFT_638	OXFT_638_SEL	U133A	Loi_plier-mm_GSEA6532_GPL96_T.Rda	Plier Normalized using U133A GPL96 platform
OXFT_669	OXFT_669_SEL	U133A	Loi_plier-mm_GSEA6532_GPL96_T.Rda	Plier Normalized using U133A GPL96 platform
OXFT_676	OXFT_676_SEL	U133A	Loi_plier-mm_GSEA6532_GPL96_T.Rda	Plier Normalized using U133A GPL96 platform
OXFT_680	OXFT_680_SEL	U133A	Loi_plier-mm_GSEA6532_GPL96_T.Rda	Plier Normalized using U133A GPL96 platform
OXFT_697	OXFT_697_SEL	U133A	Loi_plier-mm_GSEA6532_GPL96_T.Rda	Plier Normalized using U133A GPL96 platform
OXFT_700	OXFT_700_SEL	U133A	Loi_plier-mm_GSEA6532_GPL96_T.Rda	Plier Normalized using U133A GPL96 platform
OXFT_705	OXFT_705_SEL	U133A	Loi_plier-mm_GSEA6532_GPL96_T.Rda	Plier Normalized using U133A GPL96 platform
OXFT_706	OXFT_706_SEL	U133A	Loi_plier-mm_GSEA6532_GPL96_T.Rda	Plier Normalized using U133A GPL96 platform
OXFT_711	OXFT_711_SEL	U133A	Loi_plier-mm_GSEA6532_GPL96_T.Rda	Plier Normalized using U133A GPL96 platform
OXFT_729	OXFT_729_SEL	U133A	Loi_plier-mm_GSEA6532_GPL96_T.Rda	Plier Normalized using U133A GPL96 platform
OXFT_736	OXFT_736_SEL	U133A	Loi_plier-mm_GSEA6532_GPL96_T.Rda	Plier Normalized using U133A GPL96 platform
OXFT_738	OXFT_738_SEL	U133A	Loi_plier-mm_GSEA6532_GPL96_T.Rda	Plier Normalized using U133A GPL96 platform
OXFT_742	OXFT_742_SEL	U133A	Loi_plier-mm_GSEA6532_GPL96_T.Rda	Plier Normalized using U133A GPL96 platform
OXFT_771	OXFT_771_SEL	U133A	Loi_plier-mm_GSEA6532_GPL96_T.Rda	Plier Normalized using U133A GPL96 platform
OXFT_779	OXFT_779_SEL	U133A	Loi_plier-mm_GSEA6532_GPL96_T.Rda	Plier Normalized using U133A GPL96 platform
OXFT_829	OXFT_829_SEL	U133A	Loi_plier-mm_GSEA6532_GPL96_T.Rda	Plier Normalized using U133A GPL96 platform
OXFT_837	OXFT_837_SEL	U133A	Loi_plier-mm_GSEA6532_GPL96_T.Rda	Plier Normalized using U133A GPL96 platform
OXFT_848	OXFT_848_SEL	U133A	Loi_plier-mm_GSEA6532_GPL96_T.Rda	Plier Normalized using U133A GPL96 platform
OXFT_849	OXFT_849_SEL	U133A	Loi_plier-mm_GSEA6532_GPL96_T.Rda	Plier Normalized using U133A GPL96 platform
OXFT_876	OXFT_876_SEL	U133A	Loi_plier-mm_GSEA6532_GPL96_T.Rda	Plier Normalized using U133A GPL96 platform
OXFT_887	OXFT_887_SEL	U133A	Loi_plier-mm_GSEA6532_GPL96_T.Rda	Plier Normalized using U133A GPL96 platform
OXFT_890	OXFT_890_SEL	U133A	Loi_plier-mm_GSEA6532_GPL96_T.Rda	Plier Normalized using U133A GPL96 platform
OXFT_894	OXFT_894_SEL	U133A	Loi_plier-mm_GSEA6532_GPL96_T.Rda	Plier Normalized using U133A GPL96 platform
OXFT_913	OXFT_913_SEL	U133A	Loi_plier-mm_GSEA6532_GPL96_T.Rda	Plier Normalized using U133A GPL96 platform
OXFT_928	OXFT_928_SEL	U133A	Loi_plier-mm_GSEA6532_GPL96_T.Rda	Plier Normalized using U133A GPL96 platform
OXFT_944	OXFT_944_SEL	U133A	Loi_plier-mm_GSEA6532_GPL96_T.Rda	Plier Normalized using U133A GPL96 platform
