REPORTER ID 	miRNA ID
A_25_P00010460	hsa-miR-660
A_25_P00011275	hsa-miR-661
A_25_P00010668	hsa-miR-662
A_25_P00010800	hsa-miR-663
A_25_P00013005	hsa-miR-665
A_25_P00011432	hsa-miR-668
A_25_P00012867	hsa-miR-671-3p
A_25_P00012860	hsa-miR-671-5p
A_25_P00011609	hsa-miR-675
A_25_P00012077	hsa-miR-7
A_25_P00013294	hsa-miR-7-1*
A_25_P00013296	hsa-miR-7-2*
A_25_P00012969	hsa-miR-708
A_25_P00013668	hsa-miR-708*
A_25_P00012986	hsa-miR-744
A_25_P00013673	hsa-miR-744*
A_25_P00011429	hsa-miR-758
A_25_P00013023	hsa-miR-760
A_25_P00011342	hsa-miR-765
A_25_P00011965	hsa-miR-766
A_25_P00011301	hsa-miR-767-3p
A_25_P00011347	hsa-miR-767-5p
A_25_P00011973	hsa-miR-768-3p
A_25_P00011314	hsa-miR-768-5p
A_25_P00011231	hsa-miR-769-3p
A_25_P00011954	hsa-miR-769-5p
A_25_P00011476	hsa-miR-770-5p
A_25_P00011441	hsa-miR-801
A_25_P00011247	hsa-miR-802
A_25_P00013011	hsa-miR-873
A_25_P00012919	hsa-miR-874
A_25_P00012956	hsa-miR-875-3p
A_25_P00012954	hsa-miR-875-5p
A_25_P00012965	hsa-miR-876-3p
A_25_P00012963	hsa-miR-876-5p
A_25_P00012996	hsa-miR-877
A_25_P00015000	hsa-miR-877*
A_25_P00012993	hsa-miR-885-3p
A_25_P00014914	hsa-miR-885-5p
A_25_P00012898	hsa-miR-886-3p
A_25_P00012895	hsa-miR-886-5p
A_25_P00013001	hsa-miR-887
A_25_P00012938	hsa-miR-888
A_25_P00013662	hsa-miR-888*
A_25_P00012951	hsa-miR-889
A_25_P00012921	hsa-miR-890
A_25_P00012882	hsa-miR-891a
A_25_P00012926	hsa-miR-891b
A_25_P00012900	hsa-miR-892a
A_25_P00012941	hsa-miR-892b
A_25_P00011003	hsa-miR-9
A_25_P00010316	hsa-miR-9*
A_25_P00013039	hsa-miR-920
A_25_P00013042	hsa-miR-921
A_25_P00013045	hsa-miR-922
A_25_P00013051	hsa-miR-923
A_25_P00013052	hsa-miR-924
A_25_P00012030	hsa-miR-92a
A_25_P00013226	hsa-miR-92a-1*
A_25_P00013230	hsa-miR-92a-2*
A_25_P00012709	hsa-miR-92b
A_25_P00013614	hsa-miR-92b*
A_25_P00010611	hsa-miR-93
A_25_P00013235	hsa-miR-93*
A_25_P00013063	hsa-miR-933
A_25_P00013067	hsa-miR-934
A_25_P00013070	hsa-miR-935
A_25_P00013074	hsa-miR-936
A_25_P00013079	hsa-miR-937
A_25_P00013083	hsa-miR-938
A_25_P00013087	hsa-miR-939
A_25_P00013090	hsa-miR-940
A_25_P00013094	hsa-miR-941
A_25_P00013099	hsa-miR-942
A_25_P00013102	hsa-miR-943
A_25_P00013104	hsa-miR-944
A_25_P00014823	hsa-miR-95
A_25_P00012035	hsa-miR-96
A_25_P00013238	hsa-miR-96*
A_25_P00010048	hsa-miR-98
A_25_P00010471	hsa-miR-99a
A_25_P00013243	hsa-miR-99a*
A_25_P00014849	hsa-miR-99b
A_25_P00013496	hsa-miR-99b*
A_25_P00011799	hsv1-miR-H1
A_25_P00013829	hsv1-miR-LAT
A_25_P00011827	kshv-miR-K12-1
A_25_P00011818	kshv-miR-K12-10a
A_25_P00011866	kshv-miR-K12-11
A_25_P00011758	kshv-miR-K12-12
A_25_P00011712	kshv-miR-K12-2
A_25_P00013690	kshv-miR-K12-3
A_25_P00011889	kshv-miR-K12-3*
A_25_P00011858	kshv-miR-K12-4-3p
A_25_P00011739	kshv-miR-K12-4-5p
A_25_P00011732	kshv-miR-K12-5
A_25_P00011785	kshv-miR-K12-6-3p
A_25_P00011720	kshv-miR-K12-6-5p
A_25_P00011694	kshv-miR-K12-7
A_25_P00011765	kshv-miR-K12-8
A_25_P00011894	kshv-miR-K12-9
A_25_P00011698	kshv-miR-K12-9*
