REPORTER ID	GENE SYMBOL
3128817	ADRA1A
3210737	GNA14
3227121	C9orf78
3259888	UBTD1
3964399	FLJ46257
3866094	PTGIR
2735598	TIGD2
2899437	BTN2A1
4013549	ITM2A
2391532	CCNL2
3833323	ZNF546
2948587	FLOT1
3653098	CHP2
2358761	PIP5K1A
3931625	
2653673	KCNMB2
3063273	PTCD1
2375144	LGR6
3341798	
2522598	NDUFB3
3390949	BTG4
3538403	LRRC9
3620323	PLA2G4E
2768354	TXK
3194338	PMPCA
3587553	GREM1
2850272	LOC285696
2588127	ATP5G3
3358174	IRF7
2620894	RTP3
3161566	KDM4C
3603932	FAH
3292634	RUFY2
3227098	TOR1A
3030489	ZNF282
2440664	B4GALT3
3849688	ZNF266
2358743	SCNM1
3603927	
3816919	NFIC
3980758	MED12
2899413	BTN3A3
2948564	MDC1
3947986	SAMM50
2358736	TNFAIP8L2
3653072	PLK1
2489806	MRPL19
3063245	PDAP1
3833291	PSMC4
3980745	FOXO4
3096007	AP3M2
2768323	CNGA1
2948547	NRM
3440066	CACNA2D4
2899393	BTN2A3
2751936	GALNT7
3227070	PTGES
3145149	TP53INP1
3259836	ZDHHC16
3489212	FNDC3A
2817464	CMYA5
3734966	MYO15B
3374517	GLYATL2
3620276	EHD4
3816883	CELF5
3653042	DCTN5
2440625	DEDD
3014065	TAC1
3947952	PNPLA3
3030448	ZNF398
2784687	ANKRD50
3292590	PBLD
3882413	C20orf114
2358700	GABPB2
3603884	ZFAND6
2538924	FLJ42418
3898796	KIF16B
2899372	BTN3A1
3194284	GPSM1
2620842	CCR2
2948522	KIAA1949
2391465	MXRA8
3554728	MTA1
3308967	C10orf84
3587495	SCG5
2358693	MLLT11
2440612	PFDN2
2686371	TOMM70A
2588066	ATF2
3358112	C11orf35
2473376	EFR3B
2702752	RARRES1
2866590	LYSMD3
3767709	APOH
3718555	SLFN5
3751323	MYO18A
2669979	CX3CR1
3128731	PNMA2
4046233	C2orf85
3603864	
3079576	SMARCD3
3177880	DAPK1
3833238	LGALS14
3538324	JKAMP
4013460	CYSLTR1
3882387	PLUNC
3145107	CCNE2
3292561	ATOH7
3440017	FBXL14
2768273	NFXL1
2866576	MBLAC2
2358671	C1orf56
3865998	PNMAL1
2522509	NIF3L1
2555277	USP34
2620813	CCR3
3390860	POU2AF1
2899340	BTN2A2
3964299	LOC100128818
2440586	PVRL4
3358090	HRAS
3259785	FRAT1
3653000	UBFD1
3177863	C9orf170
3423622	SYT1
3669382	MON1B
3227014	ASB6
3505541	FLJ46358
2899333	BTN3A2
2948485	DHX16
3390852	C11orf92
2702724	LXN
2669955	XIRP1
3816834	NCLN
2391425	DVL1
3587457	ARHGAP11A
3882369	C20orf71
3603840	C15orf37
2375038	GPR37L1
3833214	LOC400696
3407229	AEBP2
3374460	GLYAT
3325307	ELP4
3816827	S1PR4
4013434	TAF9B
3210616	PRUNE2
3734903	LLGL2
2358646	BNIPL
2325877	RHD
3865973	CCDC8
2555252	LOC339803
3472755	TBX3
3571059	DPF3
3489138	CYSLTR2
3718514	UNC45B
3816815	GNA15
2866543	CETN3
2407786	RHBDL2
2669930	CSRNP1
2817386	PAPD4
3882343	BASE
3931495	KCNJ6
3718502	FNDC8
2604390	ARL4C
2440549	ARHGAP30
2620773	CXCR6
