"##For information about the Annotation file content,  please see the bundled README file."		
#%create_date=2009-11-13 GMT-08:00 20:57:17		
#%chip_type=HT_HG-U133A		
#%genome-species=Homo sapiens		
#%genome-version=hg19		
#%genome-version-ucsc=hg19		
#%genome-version-ncbi=GRCh37		
#%genome-version-create_date=2009-02-00		
#%netaffx-annotation-date=2009-11-23		
#%netaffx-annotation-netaffx-build=30		
#%netaffx-annotation-tabular-format-version=1.0		
Probe Set ID	Gene Symbol	Entrez Gene
204644_at	ENOX2	10495
204645_at	CCNT2	905
204646_at	DPYD	1806
204647_at	HOMER3	9454
204648_at	NPR1	4881
204649_at	TROAP	10024
204650_s_at	APBB3	10307
204651_at	NRF1	4899
204652_s_at	NRF1	4899
204653_at	TFAP2A	7020
204654_s_at	TFAP2A	7020
204655_at	CCL5	6352
204656_at	SHB	6461
204657_s_at	SHB	6461
204658_at	TRA2A	29896
204659_s_at	GFER	2671
204660_at	GFER	2671
204661_at	CD52	1043
204662_at	CP110	9738
204663_at	ME3	10873
204664_at	ALPP	250
204665_at	SIKE1	80143
204666_s_at	SIKE1	80143
204667_at	FOXA1	3169
204668_at	RNF24	11237
204669_s_at	RNF24	11237
204670_x_at	HLA-DRB1 /// HLA-DRB4	3123 /// 3126
204671_s_at	ANKRD6	22881
204672_s_at	ANKRD6	22881
204673_at	MUC2	4583
204674_at	LRMP	4033
204675_at	SRD5A1	6715
204676_at	TMEM186	25880
204677_at	CDH5	1003
204678_s_at	KCNK1	3775
204679_at	KCNK1	3775
204680_s_at	RAPGEF5	9771
204681_s_at	RAPGEF5	9771
204682_at	LTBP2	4053
204683_at	ICAM2	3384
204684_at	NPTX1	4884
204685_s_at	ATP2B2	491
204686_at	IRS1	3667
204687_at	DKFZP564O0823	25849
204688_at	SGCE	8910
204689_at	HHEX	3087
204690_at	STX8	9482
204691_x_at	PLA2G6	8398
204692_at	LRCH4	4034
204693_at	CDC42EP1	11135
204694_at	AFP	174
204695_at	CDC25A	993
204696_s_at	CDC25A	993
204697_s_at	CHGA	1113
204698_at	ISG20	3669
204699_s_at	C1orf107	27042
204700_x_at	C1orf107	27042
204701_s_at	STOML1	9399
204702_s_at	NFE2L3	9603
204703_at	IFT88	8100
204704_s_at	ALDOB	229
204705_x_at	ALDOB	229
204706_at	INPP5E	56623
204707_s_at	MAPK4	5596
204708_at	MAPK4	5596
204709_s_at	KIF23	9493
204710_s_at	WIPI2	26100
204711_at	KIAA0753	9851
204712_at	WIF1	11197
204713_s_at	F5	2153
204714_s_at	F5	2153
204715_at	PANX1	24145
204716_at	CCDC6	8030
204717_s_at	SLC29A2	3177
204718_at	EPHB6	2051
204719_at	ABCA8	10351
204720_s_at	DNAJC6	9829
204721_s_at	DNAJC6	9829
204722_at	SCN3B	55800
204723_at	SCN3B	55800
204724_s_at	COL9A3	1299
204725_s_at	NCK1	4690
204726_at	CDH13	1012
204727_at	WDHD1	11169
204728_s_at	WDHD1	11169
204729_s_at	STX1A	6804
204730_at	RIMS3	9783
204731_at	TGFBR3	7049
204732_s_at	TRIM23	373
204733_at	KLK6	5653
204734_at	KRT15	3866
204735_at	PDE4A	5141
204736_s_at	CSPG4	1464
204737_s_at	MYH6 /// MYH7	4624 /// 4625
204738_s_at	KRIT1	889
204739_at	CENPC1	1060
204740_at	CNKSR1	10256
204741_at	BICD1	636
204742_s_at	PDS5B	23047
204743_at	TAGLN3	29114
204744_s_at	IARS	3376
204745_x_at	MT1G	4495
204746_s_at	PICK1	9463
204747_at	IFIT3	3437
204748_at	PTGS2	5743
204749_at	NAP1L3	4675
204750_s_at	DSC2	1824
204751_x_at	DSC2	1824
204752_x_at	PARP2	10038
204753_s_at	HLF	3131
204754_at	HLF	3131
204755_x_at	HLF	3131
204756_at	MAP2K5	5607
204757_s_at	C2CD2L	9854
204758_s_at	C2CD2L	9854
204759_at	RCBTB2	1102
204760_s_at	NR1D1 /// THRA	7067 /// 9572
204761_at	USP6NL	9712
204762_s_at	GNAO1	2775
204763_s_at	GNAO1	2775
204764_at	FNTB	2342
204765_at	ARHGEF5	7984
204766_s_at	NUDT1	4521
204767_s_at	FEN1	2237
204768_s_at	FEN1	2237
204769_s_at	TAP2	6891
204770_at	TAP2	6891
204771_s_at	TTF1	7270
204772_s_at	TTF1	7270
204773_at	IL11RA	3590
204774_at	EVI2A	2123
204775_at	CHAF1B	8208
204776_at	THBS4	7060
204777_s_at	MAL	4118
204778_x_at	HOXB7	3217
204779_s_at	HOXB7	3217
204780_s_at	FAS	355
204781_s_at	FAS	355
204782_at	---	---
204783_at	MLF1	4291
204784_s_at	MLF1	4291
204785_x_at	IFNAR2	3455
204786_s_at	IFNAR2	3455
204787_at	VSIG4	11326
204788_s_at	PPOX	5498
204789_at	FMNL1	752
204790_at	SMAD7	4092
204791_at	NR2C1	7181
204792_s_at	IFT140	9742
204793_at	GPRASP1	9737
204794_at	DUSP2	1844
204795_at	PRR3	80742
204796_at	EML1	2009
204797_s_at	EML1	2009
204798_at	MYB	4602
204799_at	ZBED4	9889
204800_s_at	DHRS12	79758
204801_s_at	DHRS12	79758
204802_at	RRAD	6236
204803_s_at	RRAD	6236
204804_at	TRIM21	6737
204805_s_at	H1FX	8971
204806_x_at	HLA-F	3134
204807_at	TMEM5	10329
204808_s_at	TMEM5	10329
204809_at	CLPX	10845
204810_s_at	CKM	1158
204811_s_at	CACNA2D2	9254
204812_at	ZW10	9183
204813_at	MAPK10	5602
204814_at	CADPS	8618
204815_s_at	DHX34	9704
204816_s_at	DHX34	9704
204817_at	ESPL1	9700
204818_at	HSD17B2	3294
204819_at	FGD1	2245
204820_s_at	BTN3A2 /// BTN3A3	10384 /// 11118
204821_at	BTN3A3	10384
204822_at	TTK	7272
204823_at	NAV3	89795
204824_at	ENDOG	2021
204825_at	MELK	9833
204826_at	CCNF	899
204827_s_at	CCNF	899
204828_at	RAD9A	5883
204829_s_at	FOLR2	2350
204830_x_at	PSG5	5673
204831_at	CDK8	1024
204832_s_at	BMPR1A	657
204833_at	ATG12	9140
204834_at	FGL2	10875
204835_at	POLA1	5422
204836_at	GLDC	2731
204837_at	MTMR9	66036
204838_s_at	MLH3	27030
204839_at	POP5	51367
204840_s_at	EEA1	8411
204841_s_at	EEA1	8411
204842_x_at	PRKAR2A	5576
204843_s_at	PRKAR2A	5576
204844_at	ENPEP	2028
204845_s_at	ENPEP	2028
204846_at	CP	1356
204847_at	ZBTB11	27107
204848_x_at	HBG1 /// HBG2	3047 /// 3048
204849_at	TCFL5	10732
204850_s_at	DCX	1641
204851_s_at	DCX	1641
204852_s_at	PTPN7	5778
204853_at	ORC2L	4999
204854_at	GPR162 /// LEPREL2	10536 /// 27239
204855_at	SERPINB5	5268
204856_at	B3GNT3	10331
204857_at	MAD1L1	8379
204858_s_at	TYMP	1890
204859_s_at	APAF1	317
204860_s_at	NAIP	4671
204861_s_at	NAIP	4671
204862_s_at	NME3	4832
204863_s_at	IL6ST	3572
204864_s_at	IL6ST	3572
204865_at	CA3	761
204866_at	PHF16	9767
204867_at	GCHFR	2644
204868_at	ICT1	3396
204869_at	PCSK2	5126
204870_s_at	PCSK2	5126
204871_at	MTERF	7978
204872_at	TLE4	7091
204873_at	PEX1	5189
204874_x_at	BAIAP3	8938
204875_s_at	GMDS	2762
204876_at	ZNF646	9726
204877_s_at	TAOK2	9344
204878_s_at	TAOK2	9344
204879_at	PDPN	10630
204880_at	MGMT	4255
204881_s_at	UGCG	7357
204882_at	ARHGAP25	9938
204883_s_at	HUS1	3364
204884_s_at	HUS1	3364
204885_s_at	MSLN	10232
204886_at	PLK4	10733
204887_s_at	PLK4	10733
204888_s_at	NEURL	9148
204889_s_at	NEURL	9148
204890_s_at	LCK	3932
204891_s_at	LCK	3932
204892_x_at	EEF1A1	1915
204893_s_at	ZFYVE9	9372
204894_s_at	AOC3	8639
204895_x_at	MUC4	4585
204896_s_at	PTGER4	5734
204897_at	PTGER4	5734
204898_at	SAP30	8819
204899_s_at	SAP30	8819
204900_x_at	SAP30	8819
204901_at	BTRC	8945
204902_s_at	ATG4B	23192
204903_x_at	ATG4B	23192
204904_at	GJA4	2701
204905_s_at	EEF1E1	9521
204906_at	RPS6KA2	6196
204907_s_at	BCL3	602
204908_s_at	BCL3	602
204909_at	DDX6	1656
204910_s_at	TRIM3	10612
204911_s_at	TRIM3	10612
204912_at	IL10RA	3587
204913_s_at	SOX11	6664
204914_s_at	SOX11	6664
204915_s_at	SOX11	6664
204916_at	RAMP1	10267
204917_s_at	MLLT3	4300
204918_s_at	MLLT3	4300
204919_at	PRR4	11272
204920_at	CPS1	1373
204921_at	GAS8	2622
204922_at	C11orf80	79703
204923_at	SASH3	54440
204924_at	TLR2	7097
204925_at	CTNS	1497
204926_at	INHBA	3624
204927_at	RASSF7	8045
204928_s_at	SLC10A3	8273
204929_s_at	VAMP5	10791
204930_s_at	BNIP1	662
204931_at	TCF21	6943
204932_at	TNFRSF11B	4982
204933_s_at	TNFRSF11B	4982
204934_s_at	HPN	3249
204935_at	PTPN2	5771
204936_at	MAP4K2	5871
204937_s_at	ZNF274	10782
204938_s_at	PLN	5350
204939_s_at	PLN	5350
204940_at	PLN	5350
204941_s_at	ALDH3B2	222
204942_s_at	ALDH3B2	222
204943_at	ADAM12	8038
204944_at	PTPRG	5793
204945_at	PTPRN	5798
204946_s_at	TOP3A	7156
204947_at	E2F1	1869
204948_s_at	FST	10468
204949_at	ICAM3	3385
204950_at	CARD8	22900
204951_at	RHOH	399
204952_at	LYPD3	27076
204953_at	SNAP91	9892
204954_s_at	DYRK1B	9149
204955_at	SRPX	8406
204956_at	MTAP	4507
204957_at	ORC5L	5001
204958_at	PLK3	1263
204959_at	MNDA	4332
204960_at	PTPRCAP	5790
204961_s_at	NCF1 /// NCF1B /// NCF1C	653361 /// 654816 /// 654817
204962_s_at	CENPA	1058
204963_at	SSPN	8082
204964_s_at	SSPN	8082
204965_at	GC	2638
204966_at	BAI2	576
204967_at	SHROOM2	357
204968_at	C6orf47	57827
204969_s_at	RDX	5962
204970_s_at	MAFG	4097
204971_at	CSTA	1475
204972_at	OAS2	4939
204973_at	GJB1	2705
204974_at	RAB3A	5864
204975_at	EMP2	2013
204976_s_at	AMMECR1	9949
204977_at	DDX10	1662
204978_at	SFRS16	11129
204979_s_at	SH3BGR	6450
204980_at	CLOCK	9575
204981_at	SLC22A18	5002
204982_at	GIT2	9815
204983_s_at	GPC4	2239
204984_at	GPC4	2239
204985_s_at	TRAPPC6A	79090
204986_s_at	TAOK2	9344
204987_at	ITIH2	3698
204988_at	FGB	2244
204989_s_at	ITGB4	3691
204990_s_at	ITGB4	3691
204991_s_at	NF2	4771
204992_s_at	PFN2	5217
204993_at	GNAZ	2781
204994_at	MX2	4600
204995_at	CDK5R1	8851
204996_s_at	CDK5R1	8851
204997_at	GPD1	2819
204998_s_at	ATF5	22809
204999_s_at	ATF5	22809
205000_at	DDX3Y	8653
205001_s_at	DDX3Y	8653
205002_at	AHDC1	27245
205003_at	DOCK4	9732
205004_at	NKRF	55922
205005_s_at	NMT2	9397
205006_s_at	NMT2	9397
205007_s_at	CIB2	10518
205008_s_at	CIB2	10518
205009_at	TFF1	7031
205010_at	GNL3L	54552
205011_at	VWA5A	4013
205012_s_at	HAGH	3029
205013_s_at	ADORA2A /// CYTSA	135 /// 23384
205014_at	FGFBP1	9982
205015_s_at	TGFA	7039
205016_at	TGFA	7039
205017_s_at	MBNL2	10150
205018_s_at	MBNL2	10150
205019_s_at	VIPR1	7433
205020_s_at	ARL4A	10124
205021_s_at	FOXN3	1112
205022_s_at	FOXN3	1112
205023_at	RAD51	5888
205024_s_at	RAD51	5888
205025_at	ZBTB48	3104
205026_at	STAT5B	6777
205027_s_at	MAP3K8	1326
205028_at	TRO	7216
205029_s_at	FABP7	2173
205030_at	FABP7	2173
205031_at	EFNB3	1949
205032_at	ITGA2	3673
205033_s_at	DEFA1 /// DEFA1B /// DEFA3	1667 /// 1668 /// 728358
205034_at	CCNE2	9134
205035_at	CTDP1	9150
205036_at	LSM6	11157
205037_at	RABL4	11020
205038_at	IKZF1	10320
205039_s_at	IKZF1	10320
205040_at	ORM1	5004
205041_s_at	ORM1 /// ORM2	5004 /// 5005
205042_at	GNE	10020
205043_at	CFTR	1080
205044_at	GABRP	2568
205045_at	AKAP10	11216
205046_at	CENPE	1062
205047_s_at	ASNS	440
205048_s_at	PSPH	5723
205049_s_at	CD79A	973
205050_s_at	MAPK8IP2	23542
205051_s_at	KIT	3815
205052_at	AUH	549
205053_at	PRIM1	5557
205054_at	NEB	4703
205055_at	ITGAE	3682
205056_s_at	GPR162	27239
205057_s_at	IDUA	3425
205058_at	SLC26A1	10861
205059_s_at	IDUA	3425
205060_at	PARG	8505
205061_s_at	EXOSC9	5393
205062_x_at	ARID4A	5926
205063_at	SIP1	8487
205064_at	SPRR1B	6699
205065_at	ENPP1	5167
205066_s_at	ENPP1	5167
205067_at	IL1B	3553
205068_s_at	ARHGAP26	23092
205069_s_at	ARHGAP26	23092
205070_at	ING3	54556
205071_x_at	XRCC4	7518
205072_s_at	XRCC4	7518
205073_at	CYP2J2	1573
205074_at	SLC22A5	6584
205075_at	SERPINF2	5345
205076_s_at	MTMR11	10903
205077_s_at	PIGF	5281
205078_at	PIGF	5281
205079_s_at	MPDZ	8777
205080_at	RARB	5915
205081_at	CRIP1	1396
205082_s_at	AOX1	316
205083_at	AOX1	316
205084_at	BCAP29	55973
205085_at	ORC1L	4998
205086_s_at	NCAPH2	29781
205087_at	RWDD3	25950
205088_at	MAMLD1	10046
205089_at	ZNF7	7553
205090_s_at	NAGPA	51172
205091_x_at	RECQL	5965
205092_x_at	ZBTB1	22890
205093_at	PLEKHA6	22874
205094_at	PEX12	5193
205095_s_at	ATP6V0A1	535
205096_at	POM121	9883
205097_at	SLC26A2	1836
205098_at	CCR1	1230
205099_s_at	CCR1	1230
205100_at	GFPT2	9945
205101_at	CIITA	4261
205102_at	TMPRSS2	7113
205103_at	C1orf61	10485
205104_at	SNPH	9751
205105_at	MAN2A1	4124
205106_at	MTCP1	4515
205107_s_at	EFNA4	1945
205108_s_at	APOB	338
205109_s_at	ARHGEF4	50649
205110_s_at	FGF13	2258
205111_s_at	PLCE1	51196
205112_at	PLCE1	51196
205113_at	NEFM	4741
205114_s_at	CCL3 /// CCL3L1 /// CCL3L3	414062 /// 6348 /// 6349
205115_s_at	RBM19	9904
205116_at	LAMA2	3908
205117_at	FGF1	2246
205118_at	FPR1	2357
205119_s_at	FPR1	2357
205120_s_at	SGCB	6443
205121_at	SGCB	6443
205122_at	TMEFF1	8577
205123_s_at	TMEFF1	8577
205124_at	LOC729991-MEF2B /// MEF2B	100271849 /// 4207
205125_at	PLCD1	5333
205126_at	VRK2	7444
205127_at	PTGS1	5742
205128_x_at	PTGS1	5742
205129_at	NPM3	10360
205130_at	RAGE	5891
205131_x_at	CLEC11A	6320
205132_at	ACTC1	70
205133_s_at	HSPE1	3336
205134_s_at	NUFIP1	26747
205135_s_at	NUFIP1	26747
205136_s_at	NUFIP1	26747
205137_x_at	USH1C	10083
205138_s_at	UST	10090
205139_s_at	UST	10090
205140_at	FPGT	8790
205141_at	ANG	283
205142_x_at	ABCD1	215
205143_at	NCAN	1463
205144_at	MFSD7	84179
205145_s_at	MYL5	4636
205146_x_at	APBA3	9546
205147_x_at	NCF4	4689
205148_s_at	CLCN4	1183
205149_s_at	CLCN4	1183
205150_s_at	TRIL	9865
205151_s_at	TRIL	9865
205152_at	SLC6A1	6529
205153_s_at	CD40	958
205154_at	LRRN2	10446
205155_s_at	SPTBN2	6712
205156_s_at	ACCN2	41
205157_s_at	KRT17	3872
205158_at	RNASE4	6038
205159_at	CSF2RB	1439
205160_at	PEX11A	8800
205161_s_at	PEX11A	8800
205162_at	ERCC8	1161
205163_at	MYLPF	29895
205164_at	GCAT	23464
205165_at	CELSR3	1951
205166_at	CAPN5	726
205167_s_at	CDC25C	995
205168_at	DDR2	4921
205169_at	RBBP5	5929
205170_at	STAT2	6773
205171_at	PTPN4	5775
205172_x_at	CLTB	1212
205173_x_at	CD58	965
205174_s_at	QPCT	25797
205175_s_at	KHK	3795
205176_s_at	ITGB3BP	23421
205177_at	TNNI1	7135
205178_s_at	RBBP6	5930
205179_s_at	ADAM8	101
205180_s_at	ADAM8	101
205181_at	ZNF193	7746
205182_s_at	ZNF324	25799
205183_at	HNRNPD	3184
205184_at	GNG4	2786
205185_at	SPINK5	11005
205186_at	DNALI1	7802
205187_at	SMAD5	4090
205188_s_at	SMAD5	4090
205189_s_at	FANCC	2176
205190_at	PLS1	5357
205191_at	RP2	6102
205192_at	MAP3K14	9020
205193_at	MAFF	23764
205194_at	PSPH	5723
205195_at	AP1S1	1174
205196_s_at	AP1S1	1174
205197_s_at	ATP7A	538
205198_s_at	ATP7A	538
205199_at	CA9	768
205200_at	CLEC3B	7123
205201_at	GLI3	2737
205202_at	PCMT1	5110
205203_at	PLD1	5337
205204_at	NMB	4828
205205_at	RELB	5971
205206_at	KAL1	3730
205207_at	IL6	3569
205208_at	ALDH1L1	10840
205209_at	ACVR1B	91
205210_at	TGFBRAP1	9392
205211_s_at	RIN1	9610
205212_s_at	ACAP1	9744
205213_at	ACAP1	9744
205214_at	STK17B	9262
205215_at	RNF2	6045
205216_s_at	APOH	350
205217_at	TIMM8A	1678
205218_at	POLR3F	10621
205219_s_at	GALK2	2585
205220_at	NIACR2	8843
205221_at	HGD	3081
205222_at	EHHADH	1962
205223_at	DEPDC5	9681
205224_at	SURF2	6835
205225_at	ESR1	2099
205226_at	PDGFRL	5157
205227_at	IL1RAP	3556
205228_at	RBMS2	5939
205229_s_at	COCH	1690
205230_at	RPH3A	22895
205231_s_at	EPM2A	7957
205232_s_at	PAFAH2	5051
205233_s_at	PAFAH2	5051
205234_at	SLC16A4	9122
205235_s_at	KIF20B	9585
205236_x_at	SOD3	6649
205237_at	FCN1	2219
205238_at	TRMT2B	79979
205239_at	AREG	374
205240_at	GPSM2	29899
205241_at	SCO2	9997
205242_at	CXCL13	10563
205243_at	SLC13A3	64849
205244_s_at	SLC13A3	64849
205245_at	PARD6A	50855
205246_at	PEX13	5194
205247_at	NOTCH4	4855
205248_at	DOPEY2	9980
205249_at	EGR2	1959
205250_s_at	CEP290	80184
205251_at	PER2	8864
205252_at	ZNF174	7727
205253_at	PBX1	5087
205254_x_at	TCF7	6932
205255_x_at	TCF7	6932
205256_at	ZBTB39	9880
205257_s_at	AMPH	273
205258_at	INHBB	3625
205259_at	NR3C2	4306
205260_s_at	ACYP1	97
205261_at	PGC	5225
205262_at	KCNH2	3757
205263_at	BCL10	8915
205264_at	CD3EAP	10849
205265_s_at	SPEG	10290
205266_at	LIF	3976
205267_at	POU2AF1	5450
205268_s_at	ADD2	119
205269_at	LCP2	3937
205270_s_at	LCP2	3937
205271_s_at	CCRK	23552
205272_s_at	PRH1 /// PRH2	5554 /// 5555
205273_s_at	PITRM1	10531
205274_at	GTPBP1	9567
205275_at	GTPBP1	9567
205276_s_at	GTPBP1	9567
205277_at	PRDM2	7799
205278_at	GAD1	2571
205279_s_at	GLRB	2743
205280_at	GLRB	2743
205281_s_at	PIGA	5277
205282_at	LRP8	7804
205283_at	FKTN	2218
205284_at	URB2	9816
205285_s_at	FYB	2533
205286_at	TFAP2C	7022
205287_s_at	TFAP2C	7022
205288_at	CDC14A	8556
205289_at	BMP2	650
205290_s_at	BMP2	650
205291_at	IL2RB	3560
205292_s_at	HNRNPA2B1	3181
205293_x_at	BAIAP2	10458
205294_at	BAIAP2	10458
205295_at	CKMT2	1160
205296_at	RBL1	5933
205297_s_at	CD79B	974
205298_s_at	BTN2A2	10385
205299_s_at	BTN2A2	10385
205300_s_at	SNRNP35	11066
205301_s_at	OGG1	4968
205302_at	IGFBP1	3484
205303_at	KCNJ8	3764
205304_s_at	KCNJ8	3764
205305_at	FGL1	2267
205306_x_at	KMO	8564
205307_s_at	KMO	8564
205308_at	FAM164A	51101
205309_at	SMPDL3B	27293
205310_at	FBXO46	23403
205311_at	DDC	1644
205312_at	SPI1	6688
205313_at	HNF1B	6928
205314_x_at	SNTB2	6645
205315_s_at	SNTB2	6645
205316_at	SLC15A2	6565
205317_s_at	SLC15A2	6565
205318_at	KIF5A	3798
205319_at	PSCA	8000
205320_at	APC2	10297
205321_at	EIF2S3	1968
205322_s_at	MTF1	4520
205323_s_at	MTF1	4520
205324_s_at	FTSJ1	24140
205325_at	PHYHIP	9796
205326_at	RAMP3	10268
205327_s_at	ACVR2A	92
205328_at	CLDN10	9071
205329_s_at	SNX4	8723
205330_at	MN1	4330
205331_s_at	REEP2	51308
205332_at	RCE1	9986
205333_s_at	RCE1	9986
205334_at	S100A1	6271
205335_s_at	SRP19	6728
205336_at	PVALB	5816
205337_at	DCT	1638
205338_s_at	DCT	1638
205339_at	STIL	6491
205340_at	ZBTB24	9841
205341_at	EHD2	30846
205342_s_at	SULT1C2	6819
205343_at	SULT1C2	6819
205344_at	CSPG5	10675
205345_at	BARD1	580
205346_at	ST3GAL2	6483
205347_s_at	TMSB15A	11013
205348_s_at	DYNC1I1	1780
205349_at	GNA15	2769
205350_at	CRABP1	1381
205351_at	GGCX	2677
205352_at	SERPINI1	5274
205353_s_at	PEBP1	5037
205354_at	GAMT	2593
205355_at	ACADSB	36
205356_at	USP13	8975
205357_s_at	AGTR1	185
205358_at	GRIA2	2891
205359_at	AKAP6	9472
205360_at	PFDN4	5203
205361_s_at	PFDN4	5203
205362_s_at	PFDN4	5203
205363_at	BBOX1	8424
205364_at	ACOX2	8309
205365_at	HOXB6	3216
205366_s_at	HOXB6	3216
205367_at	SH2B2	10603
205368_at	FAM131B	9715
205369_x_at	DBT	1629
205370_x_at	DBT	1629
205371_s_at	DBT	1629
205372_at	PLAG1	5324
205373_at	CTNNA2	1496
205374_at	SLN	6588
205375_at	MDFI	4188
205376_at	INPP4B	8821
205377_s_at	ACHE	43
205378_s_at	ACHE	43
205379_at	CBR3	874
205380_at	PDZK1	5174
205381_at	LRRC17	10234
205382_s_at	CFD	1675
205383_s_at	ZBTB20	26137
205384_at	FXYD1	5348
205385_at	MDM2	4193
205386_s_at	MDM2	4193
205387_s_at	CGB /// CGB5 /// CGB7	1082 /// 93659 /// 94027
205388_at	TNNC2	7125
205389_s_at	ANK1	286
205390_s_at	ANK1	286
205391_x_at	ANK1	286
205392_s_at	CCL14 /// CCL14-CCL15 /// CCL15	348249 /// 6358 /// 6359
205393_s_at	CHEK1	1111
205394_at	CHEK1	1111
205395_s_at	MRE11A	4361
205396_at	SMAD3	4088
205397_x_at	SMAD3	4088
205398_s_at	SMAD3	4088
205399_at	DCLK1	9201
205400_at	WAS	7454
205401_at	AGPS	8540
205402_x_at	PRSS2	5645
205403_at	IL1R2	7850
205404_at	HSD11B1	3290
205405_at	SEMA5A	9037
205406_s_at	SPA17	53340
205407_at	RECK	8434
205408_at	MLLT10	8028
205409_at	FOSL2	2355
205410_s_at	ATP2B4	493
205411_at	STK4	6789
205412_at	ACAT1	38
205413_at	MPPED2	744
205414_s_at	RICH2	9912
205415_s_at	ATXN3	4287
205416_s_at	ATXN3	4287
205417_s_at	DAG1	1605
205418_at	FES	2242
205419_at	GPR183	1880
205420_at	PEX7	5191
205421_at	SLC22A3	6581
205422_s_at	ITGBL1	9358
205423_at	AP1B1	162
205424_at	TBKBP1	9755
205425_at	HIP1	3092
205426_s_at	HIP1	3092
205427_at	ZNF354A	6940
205428_s_at	CALB2	794
205429_s_at	MPP6	51678
205430_at	BMP5	653
205431_s_at	BMP5	653
205432_at	OVGP1	5016
205433_at	BCHE	590
205434_s_at	AAK1	22848
205435_s_at	AAK1	22848
205436_s_at	H2AFX	3014
205437_at	ZNF211	10520
205438_at	PTPN21	11099
205439_at	GSTT2	2953
205440_s_at	NPY1R	4886
205441_at	OCEL1	79629
205442_at	MFAP3L	9848
205443_at	SNAPC1	6617
205444_at	ATP2A1	487
205445_at	PRL	5617
205446_s_at	ATF2	1386
205447_s_at	MAP3K12	7786
205448_s_at	MAP3K12	7786
205449_at	SAC3D1	29901
205450_at	PHKA1	5255
205451_at	FOXO4	4303
205452_at	PIGB	9488
205453_at	HOXB2	3212
205454_at	HPCA	3208
205455_at	MST1R	4486
205456_at	CD3E	916
205457_at	C6orf106	64771
205458_at	MC1R	4157
205459_s_at	NPAS2	4862
205460_at	NPAS2	4862
205461_at	RAB35	11021
205462_s_at	HPCAL1	3241
205463_s_at	PDGFA	5154
205464_at	SCNN1B	6338
205465_x_at	HS3ST1	9957
205466_s_at	HS3ST1	9957
205467_at	CASP10	843
205468_s_at	IRF5	3663
205469_s_at	IRF5	3663
205470_s_at	KLK11	11012
205471_s_at	DACH1	1602
205472_s_at	DACH1	1602
205473_at	ATP6V1B1	525
205474_at	CRLF3	51379
205475_at	SCRG1	11341
205476_at	CCL20	6364
205477_s_at	AMBP	259
205478_at	PPP1R1A	5502
205479_s_at	PLAU	5328
205480_s_at	UGP2	7360
205481_at	ADORA1	134
205482_x_at	SNX15	29907
205483_s_at	ISG15	9636
205484_at	SIT1	27240
205485_at	RYR1	6261
205486_at	TESK2	10420
205487_s_at	VGLL1	51442
205488_at	GZMA	3001
205489_at	CRYM	1428
205490_x_at	GJB3	2707
205491_s_at	GJB3	2707
205492_s_at	DPYSL4	10570
205493_s_at	DPYSL4	10570
205494_at	ZNF821	55565
205495_s_at	GNLY	10578
205496_at	KIAA0408	9729
205497_at	ZNF175	7728
205498_at	GHR	2690
205499_at	SRPX2	27286
205500_at	C5	727
205501_at	PDE10A	10846
205502_at	CYP17A1	1586
205503_at	PTPN14	5784
205504_at	BTK	695
205505_at	GCNT1	2650
205506_at	VIL1	7429
205507_at	ARHGEF15	22899
205508_at	SCN1B	6324
205509_at	CPB1	1360
205510_s_at	FLJ10038	55056
205511_at	FLJ10038	55056
205512_s_at	AIFM1	9131
205513_at	TCN1	6947
205514_at	ZNF415	55786
205515_at	PRSS12	8492
205516_x_at	CIZ1	25792
205517_at	GATA4	2626
205518_s_at	CMAH	8418
205519_at	WDR76	79968
205520_at	STRN	6801
205521_at	EXOG	9941
205522_at	HOXD4	3233
205523_at	HAPLN1	1404
205524_s_at	HAPLN1	1404
205525_at	CALD1	800
205526_s_at	KATNA1	11104
205527_s_at	GEMIN4	50628
205528_s_at	RUNX1T1	862
205529_s_at	RUNX1T1	862
205530_at	ETFDH	2110
205531_s_at	GLS2	27165
205532_s_at	CDH6	1004
205533_s_at	CDH6	1004
205534_at	PCDH7	5099
205535_s_at	PCDH7	5099
205536_at	VAV2	7410
205537_s_at	VAV2	7410
205538_at	CORO2A	7464
205539_at	AVIL	10677
205540_s_at	RRAGB	10325
205541_s_at	GSPT2	23708
205542_at	STEAP1	26872
205543_at	HSPA4L	22824
205544_s_at	CR2	1380
205545_x_at	DNAJC8	22826
205546_s_at	TYK2	7297
205547_s_at	TAGLN	6876
205548_s_at	BTG3	10950
205549_at	PCP4	5121
205550_s_at	BRE	9577
205551_at	SV2B	9899
205552_s_at	OAS1	4938
205553_s_at	CSRP3	8048
205554_s_at	DNASE1L3	1776
205555_s_at	MSX2	4488
205556_at	MSX2	4488
205557_at	BPI	671
205558_at	TRAF6	7189
205559_s_at	PCSK5	5125
205560_at	PCSK5	5125
205561_at	KCTD17	79734
205562_at	RPP38	10557
205563_at	KISS1	3814
205564_at	PAGE4	9506
205565_s_at	FXN	2395
205566_at	ABHD2	11057
205567_at	CHST1	8534
205568_at	AQP9	366
205569_at	LAMP3	27074
205570_at	PIP4K2A	5305
205571_at	LIPT1	51601
205572_at	ANGPT2	285
205573_s_at	SNX7	51375
205574_x_at	BMP1	649
205575_at	C1QL1	10882
205576_at	SERPIND1	3053
205577_at	PYGM	5837
