FILE_NAME	PEAK_NAME	RETENTION_TIME	MZ	
20101220_crc_metabolomics_urine_pos_40_log2.Rda	5.1497_330.2282	5.1497	330.2282	
20101220_crc_metabolomics_urine_pos_40_log2.Rda	6.6792_330.338	6.6792	330.338	
20101220_crc_metabolomics_urine_pos_40_log2.Rda	4.9332_332.1923	4.9332	332.1923	
20101220_crc_metabolomics_urine_pos_40_log2.Rda	3.0797_332.2077	3.0797	332.2077	
20101220_crc_metabolomics_urine_pos_40_log2.Rda	5.03_332.2432	5.03	332.2432	
20101220_crc_metabolomics_urine_pos_40_log2.Rda	4.4588_332.2434	4.4588	332.2434	
20101220_crc_metabolomics_urine_pos_40_log2.Rda	6.5118_332.3167	6.5118	332.3167	
20101220_crc_metabolomics_urine_pos_40_log2.Rda	6.8453_332.332	6.8453	332.332	
20101220_crc_metabolomics_urine_pos_40_log2.Rda	2.1263_333.1164	2.1263	333.1164	
20101220_crc_metabolomics_urine_pos_40_log2.Rda	5.0235_333.2441	5.0235	333.2441	
20101220_crc_metabolomics_urine_pos_40_log2.Rda	0.2655_334.9148	0.2655	334.9148	
20101220_crc_metabolomics_urine_pos_40_log2.Rda	5.0958_336.2178	5.0958	336.2178	
20101220_crc_metabolomics_urine_pos_40_log2.Rda	6.4472_337.1056	6.4472	337.1056	
20101220_crc_metabolomics_urine_pos_40_log2.Rda	6.3952_337.2359	6.3952	337.2359	
20101220_crc_metabolomics_urine_pos_40_log2.Rda	7.9925_338.1236	7.9925	338.1236	
20101220_crc_metabolomics_urine_pos_40_log2.Rda	0.2797_338.8607	0.2797	338.8607	
20101220_crc_metabolomics_urine_pos_40_log2.Rda	0.2648_340.9331	0.2648	340.9331	
20101220_crc_metabolomics_urine_pos_40_log2.Rda	3.8701_342.2279	3.8701	342.2279	
20101220_crc_metabolomics_urine_pos_40_log2.Rda	5.8258_342.264	5.8258	342.264	
20101220_crc_metabolomics_urine_pos_40_log2.Rda	3.5279_344.2071	3.5279	344.2071	
20101220_crc_metabolomics_urine_pos_40_log2.Rda	5.1272_344.2434	5.1272	344.2434	
20101220_crc_metabolomics_urine_pos_40_log2.Rda	3.9832_344.2439	3.9832	344.2439	
20101220_crc_metabolomics_urine_pos_40_log2.Rda	6.0639_344.2804	6.0639	344.2804	
20101220_crc_metabolomics_urine_pos_40_log2.Rda	3.9107_346.2229	3.9107	346.2229	
20101220_crc_metabolomics_urine_pos_40_log2.Rda	2.7203_347.1245	2.7203	347.1245	
20101220_crc_metabolomics_urine_pos_40_log2.Rda	7.9884_347.1288	7.9884	347.1288	
20101220_crc_metabolomics_urine_pos_40_log2.Rda	6.0865_348.991	6.0865	348.991	
20101220_crc_metabolomics_urine_pos_40_log2.Rda	2.4141_349.1839	2.4141	349.1839	
20101220_crc_metabolomics_urine_pos_40_log2.Rda	4.1896_350.1622	4.1896	350.1622	
20101220_crc_metabolomics_urine_pos_40_log2.Rda	8.1329_350.2135	8.1329	350.2135	
20101220_crc_metabolomics_urine_pos_40_log2.Rda	6.0841_350.9888	6.0841	350.9888	
20101220_crc_metabolomics_urine_pos_40_log2.Rda	0.3106_351.0724	0.3106	351.0724	
20101220_crc_metabolomics_urine_pos_40_log2.Rda	0.3408_351.1596	0.3408	351.1596	
20101220_crc_metabolomics_urine_pos_40_log2.Rda	7.7985_355.2827	7.7985	355.2827	
20101220_crc_metabolomics_urine_pos_40_log2.Rda	6.0389_356.2805	6.0389	356.2805	
20101220_crc_metabolomics_urine_pos_40_log2.Rda	5.4012_358.2593	5.4012	358.2593	
20101220_crc_metabolomics_urine_pos_40_log2.Rda	6.2051_358.2963	6.2051	358.2963	
20101220_crc_metabolomics_urine_pos_40_log2.Rda	7.9915_358.6375	7.9915	358.6375	
20101220_crc_metabolomics_urine_pos_40_log2.Rda	2.7274_360.0701	2.7274	360.0701	
20101220_crc_metabolomics_urine_pos_40_log2.Rda	7.1747_360.3621	7.1747	360.3621	
20101220_crc_metabolomics_urine_pos_40_log2.Rda	3.292_361.1417	3.292	361.1417	
20101220_crc_metabolomics_urine_pos_40_log2.Rda	4.9853_361.2009	4.9853	361.2009	
20101220_crc_metabolomics_urine_pos_40_log2.Rda	7.1769_363.1124	7.1769	363.1124	
20101220_crc_metabolomics_urine_pos_40_log2.Rda	2.4662_363.1631	2.4662	363.1631	
20101220_crc_metabolomics_urine_pos_40_log2.Rda	0.3072_365.105	0.3072	365.105	
20101220_crc_metabolomics_urine_pos_40_log2.Rda	6.9993_365.1368	6.9993	365.1368	
20101220_crc_metabolomics_urine_pos_40_log2.Rda	4.669_365.1995	4.669	365.1995	
20101220_crc_metabolomics_urine_pos_40_log2.Rda	5.5145_367.3	5.5145	367.3	
20101220_crc_metabolomics_urine_pos_40_log2.Rda	7.9915_367.6341	7.9915	367.6341	
20101220_crc_metabolomics_urine_pos_40_log2.Rda	1.9417_368.0483	1.9417	368.0483	
20101220_crc_metabolomics_urine_pos_40_log2.Rda	7.9944_368.1382	7.9944	368.1382	
20101220_crc_metabolomics_urine_pos_40_log2.Rda	3.9844_368.2063	3.9844	368.2063	
20101220_crc_metabolomics_urine_pos_40_log2.Rda	6.0261_368.2801	6.0261	368.2801	
20101220_crc_metabolomics_urine_pos_40_log2.Rda	4.9277_374.2541	4.9277	374.2541	
20101220_crc_metabolomics_urine_pos_40_log2.Rda	7.437_374.2703	7.437	374.2703	
20101220_crc_metabolomics_urine_pos_40_log2.Rda	7.4222_375.2514	7.4222	375.2514	
20101220_crc_metabolomics_urine_pos_40_log2.Rda	0.2709_378.9013	0.2709	378.9013	
20101220_crc_metabolomics_urine_pos_40_log2.Rda	0.28_384.8536	0.28	384.8536	
20101220_crc_metabolomics_urine_pos_40_log2.Rda	5.5113_385.3106	5.5113	385.3106	
20101220_crc_metabolomics_urine_pos_40_log2.Rda	4.9588_386.2536	4.9588	386.2536	
20101220_crc_metabolomics_urine_pos_40_log2.Rda	0.2656_386.9218	0.2656	386.9218	
20101220_crc_metabolomics_urine_pos_40_log2.Rda	6.2995_387.1953	6.2995	387.1953	
20101220_crc_metabolomics_urine_pos_40_log2.Rda	6.0832_392.2802	6.0832	392.2802	
20101220_crc_metabolomics_urine_pos_40_log2.Rda	2.7249_393.2101	2.7249	393.2101	
20101220_crc_metabolomics_urine_pos_40_log2.Rda	3.0893_394.2454	3.0893	394.2454	
20101220_crc_metabolomics_urine_pos_40_log2.Rda	0.271_394.876	0.271	394.876	
20101220_crc_metabolomics_urine_pos_40_log2.Rda	4.9678_396.2384	4.9678	396.2384	
20101220_crc_metabolomics_urine_pos_40_log2.Rda	1.9401_397.0717	1.9401	397.0717	
20101220_crc_metabolomics_urine_pos_40_log2.Rda	7.7991_399.3077	7.7991	399.3077	
20101220_crc_metabolomics_urine_pos_40_log2.Rda	5.2421_400.2704	5.2421	400.2704	
20101220_crc_metabolomics_urine_pos_40_log2.Rda	0.2888_400.8281	0.2888	400.8281	
20101220_crc_metabolomics_urine_pos_40_log2.Rda	1.9434_401.065	1.9434	401.065	
20101220_crc_metabolomics_urine_pos_40_log2.Rda	4.854_402.2917	4.854	402.2917	
20101220_crc_metabolomics_urine_pos_40_log2.Rda	0.2669_402.9027	0.2669	402.9027	
20101220_crc_metabolomics_urine_pos_40_log2.Rda	5.5134_403.3202	5.5134	403.3202	
20101220_crc_metabolomics_urine_pos_40_log2.Rda	5.5211_405.2638	5.5211	405.2638	
20101220_crc_metabolomics_urine_pos_40_log2.Rda	2.776_407.1893	2.776	407.1893	
20101220_crc_metabolomics_urine_pos_40_log2.Rda	5.6285_409.1495	5.6285	409.1495	
20101220_crc_metabolomics_urine_pos_40_log2.Rda	5.9675_409.1622	5.9675	409.1622	
20101220_crc_metabolomics_urine_pos_40_log2.Rda	6.2965_409.1773	6.2965	409.1773	
20101220_crc_metabolomics_urine_pos_40_log2.Rda	1.9409_412.0367	1.9409	412.0367	
20101220_crc_metabolomics_urine_pos_40_log2.Rda	4.6893_416.2654	4.6893	416.2654	
20101220_crc_metabolomics_urine_pos_40_log2.Rda	7.4227_419.2778	7.4227	419.2778	
20101220_crc_metabolomics_urine_pos_40_log2.Rda	2.8275_421.1685	2.8275	421.1685	
20101220_crc_metabolomics_urine_pos_40_log2.Rda	7.0737_421.2362	7.0737	421.2362	
20101220_crc_metabolomics_urine_pos_40_log2.Rda	0.2678_424.8959	0.2678	424.8959	
20101220_crc_metabolomics_urine_pos_40_log2.Rda	5.9726_425.1435	5.9726	425.1435	
20101220_crc_metabolomics_urine_pos_40_log2.Rda	8.423_426.3942	8.423	426.3942	
20101220_crc_metabolomics_urine_pos_40_log2.Rda	0.2528_426.9009	0.2528	426.9009	
20101220_crc_metabolomics_urine_pos_40_log2.Rda	5.6299_427.1605	5.6299	427.1605	
20101220_crc_metabolomics_urine_pos_40_log2.Rda	5.0587_429.2269	5.0587	429.2269	
20101220_crc_metabolomics_urine_pos_40_log2.Rda	2.9998_437.2359	2.9998	437.2359	
20101220_crc_metabolomics_urine_pos_40_log2.Rda	8.1339_439.3209	8.1339	439.3209	
20101220_crc_metabolomics_urine_pos_40_log2.Rda	0.2685_440.8703	0.2685	440.8703	
20101220_crc_metabolomics_urine_pos_40_log2.Rda	7.7978_443.3353	7.7978	443.3353	
20101220_crc_metabolomics_urine_pos_40_log2.Rda	5.0454_447.2384	5.0454	447.2384	
20101220_crc_metabolomics_urine_pos_40_log2.Rda	2.1282_449.1354	2.1282	449.1354	
20101220_crc_metabolomics_urine_pos_40_log2.Rda	4.6302_450.2373	4.6302	450.2373	
20101220_crc_metabolomics_urine_pos_40_log2.Rda	6.3264_453.1664	6.3264	453.1664	
20101220_crc_metabolomics_urine_pos_40_log2.Rda	3.2452_459.2802	3.2452	459.2802	
20101220_crc_metabolomics_urine_pos_40_log2.Rda	6.3265_460.27	6.3265	460.27	
20101220_crc_metabolomics_urine_pos_40_log2.Rda	7.4225_463.3037	7.4225	463.3037	
20101220_crc_metabolomics_urine_pos_40_log2.Rda	5.2594_465.2486	5.2594	465.2486	
20101220_crc_metabolomics_urine_pos_40_log2.Rda	5.5885_467.153	5.5885	467.153	
20101220_crc_metabolomics_urine_pos_40_log2.Rda	4.7693_469.2035	4.7693	469.2035	
20101220_crc_metabolomics_urine_pos_40_log2.Rda	4.6906_472.2493	4.6906	472.2493	
20101220_crc_metabolomics_urine_pos_40_log2.Rda	4.9103_473.2216	4.9103	473.2216	
20101220_crc_metabolomics_urine_pos_40_log2.Rda	3.3035_473.2594	3.3035	473.2594	
20101220_crc_metabolomics_urine_pos_40_log2.Rda	4.9156_475.2484	4.9156	475.2484	
20101220_crc_metabolomics_urine_pos_40_log2.Rda	6.7971_478.3228	6.7971	478.3228	
20101220_crc_metabolomics_urine_pos_40_log2.Rda	8.1336_479.3143	8.1336	479.3143	
20101220_crc_metabolomics_urine_pos_40_log2.Rda	5.2795_480.2133	5.2795	480.2133	
20101220_crc_metabolomics_urine_pos_40_log2.Rda	3.242_481.2625	3.242	481.2625	
20101220_crc_metabolomics_urine_pos_40_log2.Rda	5.5877_483.1195	5.5877	483.1195	
20101220_crc_metabolomics_urine_pos_40_log2.Rda	5.9665_485.2687	5.9665	485.2687	
20101220_crc_metabolomics_urine_pos_40_log2.Rda	5.6166_489.2465	5.6166	489.2465	
20101220_crc_metabolomics_urine_pos_40_log2.Rda	3.3036_490.2855	3.3036	490.2855	
20101220_crc_metabolomics_urine_pos_40_log2.Rda	4.7447_494.2613	4.7447	494.2613	
20101220_crc_metabolomics_urine_pos_40_log2.Rda	3.3005_495.2416	3.3005	495.2416	
20101220_crc_metabolomics_urine_pos_40_log2.Rda	3.8174_495.2785	3.8174	495.2785	
20101220_crc_metabolomics_urine_pos_40_log2.Rda	6.3267_499.1646	6.3267	499.1646	
20101220_crc_metabolomics_urine_pos_40_log2.Rda	7.4228_502.3732	7.4228	502.3732	
20101220_crc_metabolomics_urine_pos_40_log2.Rda	8.1336_502.3896	8.1336	502.3896	
20101220_crc_metabolomics_urine_pos_40_log2.Rda	3.4678_503.306	3.4678	503.306	
20101220_crc_metabolomics_urine_pos_40_log2.Rda	5.3154_504.2803	5.3154	504.2803	
20101220_crc_metabolomics_urine_pos_40_log2.Rda	7.4213_507.3299	7.4213	507.3299	
20101220_crc_metabolomics_urine_pos_40_log2.Rda	4.2746_509.1631	4.2746	509.1631	
20101220_crc_metabolomics_urine_pos_40_log2.Rda	3.3635_509.2209	3.3635	509.2209	
20101220_crc_metabolomics_urine_pos_40_log2.Rda	5.0953_513.2701	5.0953	513.2701	
20101220_crc_metabolomics_urine_pos_40_log2.Rda	5.3883_513.3001	5.3883	513.3001	
20101220_crc_metabolomics_urine_pos_40_log2.Rda	0.2766_520.8285	0.2766	520.8285	
20101220_crc_metabolomics_urine_pos_40_log2.Rda	8.3309_522.5979	8.3309	522.5979	
20101220_crc_metabolomics_urine_pos_40_log2.Rda	3.4654_525.289	3.4654	525.289	
20101220_crc_metabolomics_urine_pos_40_log2.Rda	2.6881_527.2395	2.6881	527.2395	
20101220_crc_metabolomics_urine_pos_40_log2.Rda	7.4141_529.3782	7.4141	529.3782	
20101220_crc_metabolomics_urine_pos_40_log2.Rda	1.9459_530.1225	1.9459	530.1225	
20101220_crc_metabolomics_urine_pos_40_log2.Rda	5.5461_535.2868	5.5461	535.2868	
20101220_crc_metabolomics_urine_pos_40_log2.Rda	4.8347_538.2893	4.8347	538.2893	
20101220_crc_metabolomics_urine_pos_40_log2.Rda	3.5278_539.2684	3.5278	539.2684	
20101220_crc_metabolomics_urine_pos_40_log2.Rda	5.1278_540.964	5.1278	540.964	
20101220_crc_metabolomics_urine_pos_40_log2.Rda	7.421_546.401	7.421	546.401	
20101220_crc_metabolomics_urine_pos_40_log2.Rda	8.4246_550.6294	8.4246	550.6294	
20101220_crc_metabolomics_urine_pos_40_log2.Rda	7.4196_551.3571	7.4196	551.3571	
20101220_crc_metabolomics_urine_pos_40_log2.Rda	3.5916_553.2473	3.5916	553.2473	
20101220_crc_metabolomics_urine_pos_40_log2.Rda	5.8135_555.3109	5.8135	555.3109	
20101220_crc_metabolomics_urine_pos_40_log2.Rda	3.6657_564.3599	3.6657	564.3599	
20101220_crc_metabolomics_urine_pos_40_log2.Rda	4.9837_565.2617	4.9837	565.2617	
20101220_crc_metabolomics_urine_pos_40_log2.Rda	2.1305_567.1779	2.1305	567.1779	
20101220_crc_metabolomics_urine_pos_40_log2.Rda	3.6606_569.3154	3.6606	569.3154	
20101220_crc_metabolomics_urine_pos_40_log2.Rda	1.942_576.129	1.942	576.129	
20101220_crc_metabolomics_urine_pos_40_log2.Rda	4.9026_579.8358	4.9026	579.8358	
20101220_crc_metabolomics_urine_pos_40_log2.Rda	7.9926_581.2432	7.9926	581.2432	
20101220_crc_metabolomics_urine_pos_40_log2.Rda	8.4419_581.8966	8.4419	581.8966	
20101220_crc_metabolomics_urine_pos_40_log2.Rda	2.1318_582.1407	2.1318	582.1407	
20101220_crc_metabolomics_urine_pos_40_log2.Rda	7.4154_590.4272	7.4154	590.4272	
20101220_crc_metabolomics_urine_pos_40_log2.Rda	3.8464_591.3591	3.8464	591.3591	
20101220_crc_metabolomics_urine_pos_40_log2.Rda	7.4136_595.3822	7.4136	595.3822	
20101220_crc_metabolomics_urine_pos_40_log2.Rda	8.427_603.9059	8.427	603.9059	
20101220_crc_metabolomics_urine_pos_40_log2.Rda	8.4156_606.4263	8.4156	606.4263	
20101220_crc_metabolomics_urine_pos_40_log2.Rda	8.4195_608.9017	8.4195	608.9017	
20101220_crc_metabolomics_urine_pos_40_log2.Rda	3.8451_613.3409	3.8451	613.3409	
20101220_crc_metabolomics_urine_pos_40_log2.Rda	1.9446_614.0771	1.9446	614.0771	
20101220_crc_metabolomics_urine_pos_40_log2.Rda	8.428_625.9205	8.428	625.9205	
20101220_crc_metabolomics_urine_pos_40_log2.Rda	4.9859_627.2323	4.9859	627.2323	
20101220_crc_metabolomics_urine_pos_40_log2.Rda	4.778_627.2349	4.778	627.2349	
20101220_crc_metabolomics_urine_pos_40_log2.Rda	3.9136_627.3203	3.9136	627.3203	
20101220_crc_metabolomics_urine_pos_40_log2.Rda	7.4021_634.455	7.4021	634.455	
20101220_crc_metabolomics_urine_pos_40_log2.Rda	7.9919_637.3073	7.9919	637.3073	
20101220_crc_metabolomics_urine_pos_40_log2.Rda	7.4018_639.4084	7.4018	639.4084	
20101220_crc_metabolomics_urine_pos_40_log2.Rda	5.4884_650.9586	5.4884	650.9586	
20101220_crc_metabolomics_urine_pos_40_log2.Rda	7.9926_654.3315	7.9926	654.3315	
20101220_crc_metabolomics_urine_pos_40_log2.Rda	7.9922_659.2902	7.9922	659.2902	
20101220_crc_metabolomics_urine_pos_40_log2.Rda	5.2581_660.0285	5.2581	660.0285	
20101220_crc_metabolomics_urine_pos_40_log2.Rda	7.3882_678.4788	7.3882	678.4788	
20101220_crc_metabolomics_urine_pos_40_log2.Rda	7.9934_682.3645	7.9934	682.3645	
20101220_crc_metabolomics_urine_pos_40_log2.Rda	7.3892_683.4349	7.3892	683.4349	
20101220_crc_metabolomics_urine_pos_40_log2.Rda	7.993_697.3398	7.993	697.3398	
20101220_crc_metabolomics_urine_pos_40_log2.Rda	7.9916_721.2598	7.9916	721.2598	
20101220_crc_metabolomics_urine_pos_40_log2.Rda	7.3783_722.5038	7.3783	722.5038	
20101220_crc_metabolomics_urine_pos_40_log2.Rda	7.384_727.4618	7.384	727.4618	
20101220_crc_metabolomics_urine_pos_40_log2.Rda	7.3791_766.5305	7.3791	766.5305	
20101220_crc_metabolomics_urine_pos_40_log2.Rda	7.3758_771.4879	7.3758	771.4879	
20101220_crc_metabolomics_urine_pos_40_log2.Rda	6.8403_795.5504	6.8403	795.5504	
20101220_crc_metabolomics_serum_neg_10_log2.Rda	102.9554_0.2742	0.2742	102.9554	
20101220_crc_metabolomics_serum_neg_10_log2.Rda	107.0496_1.9439	1.9439	107.0496	
20101220_crc_metabolomics_serum_neg_10_log2.Rda	108.0211_2.3291	2.3291	108.0211	
20101220_crc_metabolomics_serum_neg_10_log2.Rda	111.0092_0.3514	0.3514	111.0092	
20101220_crc_metabolomics_serum_neg_10_log2.Rda	111.0802_1.661	1.661	111.0802	
20101220_crc_metabolomics_serum_neg_10_log2.Rda	112.9848_5.4677	5.4677	112.9848	
20101220_crc_metabolomics_serum_neg_10_log2.Rda	112.985_4.0125	4.0125	112.985	
20101220_crc_metabolomics_serum_neg_10_log2.Rda	112.985_4.995	4.995	112.985	
20101220_crc_metabolomics_serum_neg_10_log2.Rda	112.9851_4.6317	4.6317	112.9851	
20101220_crc_metabolomics_serum_neg_10_log2.Rda	112.9852_0.2679	0.2679	112.9852	
20101220_crc_metabolomics_serum_neg_10_log2.Rda	122.0242_2.3289	2.3289	122.0242	
20101220_crc_metabolomics_serum_neg_10_log2.Rda	122.9846_4.4263	4.4263	122.9846	
20101220_crc_metabolomics_serum_neg_10_log2.Rda	124.0138_0.352	0.352	124.0138	
20101220_crc_metabolomics_serum_neg_10_log2.Rda	125.0964_1.9339	1.9339	125.0964	
20101220_crc_metabolomics_serum_neg_10_log2.Rda	129.0546_1.6721	1.6721	129.0546	
20101220_crc_metabolomics_serum_neg_10_log2.Rda	129.0549_1.7526	1.7526	129.0549	
20101220_crc_metabolomics_serum_neg_10_log2.Rda	138.0193_2.3325	2.3325	138.0193	
20101220_crc_metabolomics_serum_neg_10_log2.Rda	139.1123_2.2287	2.2287	139.1123	
20101220_crc_metabolomics_serum_neg_10_log2.Rda	142.1224_1.9384	1.9384	142.1224	
20101220_crc_metabolomics_serum_neg_10_log2.Rda	145.0616_0.3021	0.3021	145.0616	
20101220_crc_metabolomics_serum_neg_10_log2.Rda	145.063_2.0761	2.0761	145.063	
20101220_crc_metabolomics_serum_neg_10_log2.Rda	150.8869_0.3091	0.3091	150.8869	
20101220_crc_metabolomics_serum_neg_10_log2.Rda	151.1121_3.1586	3.1586	151.1121	
20101220_crc_metabolomics_serum_neg_10_log2.Rda	152.8844_0.3277	0.3277	152.8844	
20101220_crc_metabolomics_serum_neg_10_log2.Rda	153.1273_2.5094	2.5094	153.1273	
20101220_crc_metabolomics_serum_neg_10_log2.Rda	154.8825_0.3134	0.3134	154.8825	
20101220_crc_metabolomics_serum_neg_10_log2.Rda	160.8423_0.3731	0.3731	160.8423	
20101220_crc_metabolomics_serum_neg_10_log2.Rda	162.8398_0.3625	0.3625	162.8398	
20101220_crc_metabolomics_serum_neg_10_log2.Rda	163.112_5.9256	5.9256	163.112	
20101220_crc_metabolomics_serum_neg_10_log2.Rda	164.8365_0.3728	0.3728	164.8365	
20101220_crc_metabolomics_serum_neg_10_log2.Rda	165.9789_2.631	2.631	165.9789	
20101220_crc_metabolomics_serum_neg_10_log2.Rda	167.0201_0.3577	0.3577	167.0201	
20101220_crc_metabolomics_serum_neg_10_log2.Rda	168.1023_1.9338	1.9338	168.1023	
20101220_crc_metabolomics_serum_neg_10_log2.Rda	170.9441_0.2774	0.2774	170.9441	
20101220_crc_metabolomics_serum_neg_10_log2.Rda	172.0974_1.6618	1.6618	172.0974	
20101220_crc_metabolomics_serum_neg_10_log2.Rda	172.9904_1.4029	1.4029	172.9904	
20101220_crc_metabolomics_serum_neg_10_log2.Rda	175.0864_2.0769	2.0769	175.0864	
20101220_crc_metabolomics_serum_neg_10_log2.Rda	179.1431_3.7643	3.7643	179.1431	
20101220_crc_metabolomics_serum_neg_10_log2.Rda	180.9725_0.2673	0.2673	180.9725	
20101220_crc_metabolomics_serum_neg_10_log2.Rda	186.1126_1.9347	1.9347	186.1126	
20101220_crc_metabolomics_serum_neg_10_log2.Rda	195.102_3.1575	3.1575	195.102	
20101220_crc_metabolomics_serum_neg_10_log2.Rda	195.8116_0.3786	0.3786	195.8116	
20101220_crc_metabolomics_serum_neg_10_log2.Rda	197.1178_2.5094	2.5094	197.1178	
20101220_crc_metabolomics_serum_neg_10_log2.Rda	197.8084_0.3766	0.3766	197.8084	
20101220_crc_metabolomics_serum_neg_10_log2.Rda	200.1283_2.2286	2.2286	200.1283	
20101220_crc_metabolomics_serum_neg_10_log2.Rda	203.0818_1.4576	1.4576	203.0818	
20101220_crc_metabolomics_serum_neg_10_log2.Rda	206.0069_2.3224	2.3224	206.0069	
20101220_crc_metabolomics_serum_neg_10_log2.Rda	208.0951_1.9336	1.9336	208.0951	
20101220_crc_metabolomics_serum_neg_10_log2.Rda	208.8455_0.2997	0.2997	208.8455	
20101220_crc_metabolomics_serum_neg_10_log2.Rda	210.8426_0.2998	0.2998	210.8426	
20101220_crc_metabolomics_serum_neg_10_log2.Rda	211.0965_2.1759	2.1759	211.0965	
20101220_crc_metabolomics_serum_neg_10_log2.Rda	211.131_2.7884	2.7884	211.131	
20101220_crc_metabolomics_serum_neg_10_log2.Rda	214.1442_2.5099	2.5099	214.1442	
20101220_crc_metabolomics_serum_neg_10_log2.Rda	215.0315_0.3148	0.3148	215.0315	
20101220_crc_metabolomics_serum_neg_10_log2.Rda	217.0838_3.1578	3.1578	217.0838	
20101220_crc_metabolomics_serum_neg_10_log2.Rda	218.8747_0.2953	0.2953	218.8747	
20101220_crc_metabolomics_serum_neg_10_log2.Rda	220.8718_0.2907	0.2907	220.8718	
20101220_crc_metabolomics_serum_neg_10_log2.Rda	221.1534_3.695	3.695	221.1534	
20101220_crc_metabolomics_serum_neg_10_log2.Rda	222.1108_2.2287	2.2287	222.1108	
20101220_crc_metabolomics_serum_neg_10_log2.Rda	223.133_3.7637	3.7637	223.133	
20101220_crc_metabolomics_serum_neg_10_log2.Rda	224.9788_0.35	0.35	224.9788	
20101220_crc_metabolomics_serum_neg_10_log2.Rda	225.0637_1.4577	1.4577	225.0637	
20101220_crc_metabolomics_serum_neg_10_log2.Rda	228.1589_2.7932	2.7932	228.1589	
20101220_crc_metabolomics_serum_neg_10_log2.Rda	228.9023_0.2814	0.2814	228.9023	
20101220_crc_metabolomics_serum_neg_10_log2.Rda	236.1049_3.6958	3.6958	236.1049	
20101220_crc_metabolomics_serum_neg_10_log2.Rda	236.1257_2.5127	2.5127	236.1257	
20101220_crc_metabolomics_serum_neg_10_log2.Rda	238.931_0.2704	0.2704	238.931	
20101220_crc_metabolomics_serum_neg_10_log2.Rda	239.091_3.1547	3.1547	239.091	
20101220_crc_metabolomics_serum_neg_10_log2.Rda	241.1184_1.8067	1.8067	241.1184	
20101220_crc_metabolomics_serum_neg_10_log2.Rda	242.1749_3.0608	3.0608	242.1749	
20101220_crc_metabolomics_serum_neg_10_log2.Rda	245.1157_3.7636	3.7636	245.1157	
20101220_crc_metabolomics_serum_neg_10_log2.Rda	248.96_0.2708	0.2708	248.96	
20101220_crc_metabolomics_serum_neg_10_log2.Rda	253.0818_4.1472	4.1472	253.0818	
20101220_crc_metabolomics_serum_neg_10_log2.Rda	260.8737_0.4205	0.4205	260.8737	
20101220_crc_metabolomics_serum_neg_10_log2.Rda	261.0738_3.1569	3.1569	261.0738	
20101220_crc_metabolomics_serum_neg_10_log2.Rda	263.1022_1.7481	1.7481	263.1022	
20101220_crc_metabolomics_serum_neg_10_log2.Rda	265.1474_4.7656	4.7656	265.1474	
20101220_crc_metabolomics_serum_neg_10_log2.Rda	266.8049_0.313	0.313	266.8049	
20101220_crc_metabolomics_serum_neg_10_log2.Rda	267.1228_3.7647	3.7647	267.1228	
20101220_crc_metabolomics_serum_neg_10_log2.Rda	268.8015_0.3159	0.3159	268.8015	
20101220_crc_metabolomics_serum_neg_10_log2.Rda	270.0657_1.9333	1.9333	270.0657	
20101220_crc_metabolomics_serum_neg_10_log2.Rda	271.2268_5.6079	5.6079	271.2268	
20101220_crc_metabolomics_serum_neg_10_log2.Rda	272.7961_0.3114	0.3114	272.7961	
20101220_crc_metabolomics_serum_neg_10_log2.Rda	276.8335_0.2988	0.2988	276.8335	
20101220_crc_metabolomics_serum_neg_10_log2.Rda	277.0716_2.1756	2.1756	277.0716	
20101220_crc_metabolomics_serum_neg_10_log2.Rda	278.8308_0.2979	0.2979	278.8308	
20101220_crc_metabolomics_serum_neg_10_log2.Rda	281.2483_4.9696	4.9696	281.2483	
20101220_crc_metabolomics_serum_neg_10_log2.Rda	286.8623_0.2951	0.2951	286.8623	
20101220_crc_metabolomics_serum_neg_10_log2.Rda	289.1055_3.7638	3.7638	289.1055	
20101220_crc_metabolomics_serum_neg_10_log2.Rda	293.1766_4.2296	4.2296	293.1766	
20101220_crc_metabolomics_serum_neg_10_log2.Rda	296.8905_0.2787	0.2787	296.8905	
20101220_crc_metabolomics_serum_neg_10_log2.Rda	303.2321_4.5984	4.5984	303.2321	
20101220_crc_metabolomics_serum_neg_10_log2.Rda	306.9194_0.2751	0.2751	306.9194	
20101220_crc_metabolomics_serum_neg_10_log2.Rda	311.028_2.322	2.322	311.028	
20101220_crc_metabolomics_serum_neg_10_log2.Rda	311.1394_2.077	2.077	311.1394	
20101220_crc_metabolomics_serum_neg_10_log2.Rda	316.9475_0.2672	0.2672	316.9475	
20101220_crc_metabolomics_serum_neg_10_log2.Rda	321.0403_1.9694	1.9694	321.0403	
20101220_crc_metabolomics_serum_neg_10_log2.Rda	325.1839_5.8826	5.8826	325.1839	
20101220_crc_metabolomics_serum_neg_10_log2.Rda	326.7601_0.3149	0.3149	326.7601	
20101220_crc_metabolomics_serum_neg_10_log2.Rda	327.1269_5.6425	5.6425	327.1269	
20101220_crc_metabolomics_serum_neg_10_log2.Rda	327.2321_4.5959	4.5959	327.2321	
20101220_crc_metabolomics_serum_neg_10_log2.Rda	328.7579_0.3178	0.3178	328.7579	
20101220_crc_metabolomics_serum_neg_10_log2.Rda	331.1902_2.7561	2.7561	331.1902	
20101220_crc_metabolomics_serum_neg_10_log2.Rda	335.0478_0.3481	0.3481	335.0478	
