FILE_NAME	PEAK_NAME	RETENTION_TIME	MZ	
20101220_crc_metabolomics_serum_neg_30_log2.Rda	5.0476_506.3244	5.0476	506.3244	
20101220_crc_metabolomics_serum_neg_30_log2.Rda	0.3281_506.6296	0.3281	506.6296	
20101220_crc_metabolomics_serum_neg_30_log2.Rda	5.5399_508.3397	5.5399	508.3397	
20101220_crc_metabolomics_serum_neg_30_log2.Rda	0.3053_510.6645	0.3053	510.6645	
20101220_crc_metabolomics_serum_neg_30_log2.Rda	0.2779_510.8804	0.2779	510.8804	
20101220_crc_metabolomics_serum_neg_30_log2.Rda	4.3349_512.2987	4.3349	512.2987	
20101220_crc_metabolomics_serum_neg_30_log2.Rda	0.307_512.6622	0.307	512.6622	
20101220_crc_metabolomics_serum_neg_30_log2.Rda	0.3267_518.6056	0.3267	518.6056	
20101220_crc_metabolomics_serum_neg_30_log2.Rda	0.3027_520.6927	0.3027	520.6927	
20101220_crc_metabolomics_serum_neg_30_log2.Rda	0.2693_520.91	0.2693	520.91	
20101220_crc_metabolomics_serum_neg_30_log2.Rda	0.3047_522.6901	0.3047	522.6901	
20101220_crc_metabolomics_serum_neg_30_log2.Rda	4.6365_524.2774	4.6365	524.2774	
20101220_crc_metabolomics_serum_neg_30_log2.Rda	5.0475_524.3347	5.0475	524.3347	
20101220_crc_metabolomics_serum_neg_30_log2.Rda	4.5954_526.3144	4.5954	526.3144	
20101220_crc_metabolomics_serum_neg_30_log2.Rda	5.0628_526.3508	5.0628	526.3508	
20101220_crc_metabolomics_serum_neg_30_log2.Rda	4.6711_528.3078	4.6711	528.3078	
20101220_crc_metabolomics_serum_neg_30_log2.Rda	0.2933_528.7206	0.2933	528.7206	
20101220_crc_metabolomics_serum_neg_30_log2.Rda	4.889_530.3013	4.889	530.3013	
20101220_crc_metabolomics_serum_neg_30_log2.Rda	0.2986_530.7221	0.2986	530.7221	
20101220_crc_metabolomics_serum_neg_30_log2.Rda	0.2989_532.7181	0.2989	532.7181	
20101220_crc_metabolomics_serum_neg_30_log2.Rda	2.2274_538.0045	2.2274	538.0045	
20101220_crc_metabolomics_serum_neg_30_log2.Rda	4.486_538.3138	4.486	538.3138	
20101220_crc_metabolomics_serum_neg_30_log2.Rda	0.2883_538.756	0.2883	538.756	
20101220_crc_metabolomics_serum_neg_30_log2.Rda	2.6059_539.2498	2.6059	539.2498	
20101220_crc_metabolomics_serum_neg_30_log2.Rda	4.8874_540.3296	4.8874	540.3296	
20101220_crc_metabolomics_serum_neg_30_log2.Rda	0.2927_540.7505	0.2927	540.7505	
20101220_crc_metabolomics_serum_neg_30_log2.Rda	2.5223_541.2639	2.5223	541.2639	
20101220_crc_metabolomics_serum_neg_30_log2.Rda	2.2275_544.0215	2.2275	544.0215	
20101220_crc_metabolomics_serum_neg_30_log2.Rda	0.289_548.783	0.289	548.783	
20101220_crc_metabolomics_serum_neg_30_log2.Rda	0.2899_550.7804	0.2899	550.7804	
20101220_crc_metabolomics_serum_neg_30_log2.Rda	2.2293_553.9763	2.2293	553.9763	
20101220_crc_metabolomics_serum_neg_30_log2.Rda	4.6743_554.3047	4.6743	554.3047	
20101220_crc_metabolomics_serum_neg_30_log2.Rda	4.4544_556.323	4.4544	556.323	
20101220_crc_metabolomics_serum_neg_30_log2.Rda	3.5605_556.3256	3.5605	556.3256	
20101220_crc_metabolomics_serum_neg_30_log2.Rda	0.3245_556.5995	0.3245	556.5995	
20101220_crc_metabolomics_serum_neg_30_log2.Rda	0.3211_558.5968	0.3211	558.5968	
20101220_crc_metabolomics_serum_neg_30_log2.Rda	0.2883_558.8111	0.2883	558.8111	
20101220_crc_metabolomics_serum_neg_30_log2.Rda	0.3205_560.5923	0.3205	560.5923	
20101220_crc_metabolomics_serum_neg_30_log2.Rda	0.2883_560.809	0.2883	560.809	
20101220_crc_metabolomics_serum_neg_30_log2.Rda	0.334_562.5907	0.334	562.5907	
20101220_crc_metabolomics_serum_neg_30_log2.Rda	2.1441_563.2007	2.1441	563.2007	
20101220_crc_metabolomics_serum_neg_30_log2.Rda	4.6722_564.3327	4.6722	564.3327	
20101220_crc_metabolomics_serum_neg_30_log2.Rda	5.0473_566.3479	5.0473	566.3479	
20101220_crc_metabolomics_serum_neg_30_log2.Rda	0.3257_566.5868	0.3257	566.5868	
20101220_crc_metabolomics_serum_neg_30_log2.Rda	5.5407_568.3638	5.5407	568.3638	
20101220_crc_metabolomics_serum_neg_30_log2.Rda	0.3064_568.6227	0.3064	568.6227	
20101220_crc_metabolomics_serum_neg_30_log2.Rda	0.287_568.8402	0.287	568.8402	
20101220_crc_metabolomics_serum_neg_30_log2.Rda	0.3066_570.6202	0.3066	570.6202	
20101220_crc_metabolomics_serum_neg_30_log2.Rda	9.0251_572.4296	9.0251	572.4296	
20101220_crc_metabolomics_serum_neg_30_log2.Rda	0.3238_576.5679	0.3238	576.5679	
20101220_crc_metabolomics_serum_neg_30_log2.Rda	0.3266_578.566	0.3266	578.566	
20101220_crc_metabolomics_serum_neg_30_log2.Rda	0.3032_578.6475	0.3032	578.6475	
20101220_crc_metabolomics_serum_neg_30_log2.Rda	0.2788_578.868	0.2788	578.868	
20101220_crc_metabolomics_serum_neg_30_log2.Rda	0.3039_580.6472	0.3039	580.6472	
20101220_crc_metabolomics_serum_neg_30_log2.Rda	8.7657_581.526	8.7657	581.526	
20101220_crc_metabolomics_serum_neg_30_log2.Rda	0.3128_582.642	0.3128	582.642	
20101220_crc_metabolomics_serum_neg_30_log2.Rda	3.9702_583.2553	3.9702	583.2553	
20101220_crc_metabolomics_serum_neg_30_log2.Rda	2.3858_583.2558	2.3858	583.2558	
20101220_crc_metabolomics_serum_neg_30_log2.Rda	3.1322_583.2559	3.1322	583.2559	
20101220_crc_metabolomics_serum_neg_30_log2.Rda	4.4026_586.3144	4.4026	586.3144	
20101220_crc_metabolomics_serum_neg_30_log2.Rda	4.6717_588.33	4.6717	588.33	
20101220_crc_metabolomics_serum_neg_30_log2.Rda	0.299_588.6777	0.299	588.6777	
20101220_crc_metabolomics_serum_neg_30_log2.Rda	0.2701_588.8978	0.2701	588.8978	
20101220_crc_metabolomics_serum_neg_30_log2.Rda	4.8866_590.3449	4.8866	590.3449	
20101220_crc_metabolomics_serum_neg_30_log2.Rda	0.3014_590.6768	0.3014	590.6768	
20101220_crc_metabolomics_serum_neg_30_log2.Rda	0.2971_598.7045	0.2971	598.7045	
20101220_crc_metabolomics_serum_neg_30_log2.Rda	2.2293_598.9742	2.2293	598.9742	
20101220_crc_metabolomics_serum_neg_30_log2.Rda	8.2977_600.3685	8.2977	600.3685	
20101220_crc_metabolomics_serum_neg_30_log2.Rda	1.9024_601.7665	1.9024	601.7665	
20101220_crc_metabolomics_serum_neg_30_log2.Rda	2.2334_605.9958	2.2334	605.9958	
20101220_crc_metabolomics_serum_neg_30_log2.Rda	4.4867_606.2969	4.4867	606.2969	
20101220_crc_metabolomics_serum_neg_30_log2.Rda	4.8876_608.3177	4.8876	608.3177	
20101220_crc_metabolomics_serum_neg_30_log2.Rda	0.2902_608.738	0.2902	608.738	
20101220_crc_metabolomics_serum_neg_30_log2.Rda	9.2472_609.5572	9.2472	609.5572	
20101220_crc_metabolomics_serum_neg_30_log2.Rda	4.6499_612.3287	4.6499	612.3287	
20101220_crc_metabolomics_serum_neg_30_log2.Rda	4.8906_613.262	4.8906	613.262	
20101220_crc_metabolomics_serum_neg_30_log2.Rda	0.326_616.5545	0.326	616.5545	
20101220_crc_metabolomics_serum_neg_30_log2.Rda	2.3682_617.7263	2.3682	617.7263	
20101220_crc_metabolomics_serum_neg_30_log2.Rda	0.3251_618.5505	0.3251	618.5505	
20101220_crc_metabolomics_serum_neg_30_log2.Rda	0.2883_618.7677	0.2883	618.7677	
20101220_crc_metabolomics_serum_neg_30_log2.Rda	0.3292_620.5472	0.3292	620.5472	
20101220_crc_metabolomics_serum_neg_30_log2.Rda	0.2882_626.7976	0.2882	626.7976	
20101220_crc_metabolomics_serum_neg_30_log2.Rda	3.4546_627.3749	3.4546	627.3749	
20101220_crc_metabolomics_serum_neg_30_log2.Rda	2.3703_628.7175	2.3703	628.7175	
20101220_crc_metabolomics_serum_neg_30_log2.Rda	0.2883_628.7954	0.2883	628.7954	
20101220_crc_metabolomics_serum_neg_30_log2.Rda	4.6709_632.3174	4.6709	632.3174	
20101220_crc_metabolomics_serum_neg_30_log2.Rda	5.0475_634.3329	5.0475	634.3329	
20101220_crc_metabolomics_serum_neg_30_log2.Rda	5.5412_636.3494	5.5412	636.3494	
20101220_crc_metabolomics_serum_neg_30_log2.Rda	0.277_646.8565	0.277	646.8565	
20101220_crc_metabolomics_serum_neg_30_log2.Rda	2.1492_653.2559	2.1492	653.2559	
20101220_crc_metabolomics_serum_neg_30_log2.Rda	4.6726_656.318	4.6726	656.318	
20101220_crc_metabolomics_serum_neg_30_log2.Rda	0.2705_656.885	0.2705	656.885	
20101220_crc_metabolomics_serum_neg_30_log2.Rda	2.2321_661.2419	2.2321	661.2419	
20101220_crc_metabolomics_serum_neg_30_log2.Rda	2.1511_664.2456	2.1511	664.2456	
20101220_crc_metabolomics_serum_neg_30_log2.Rda	4.8891_670.287	4.8891	670.287	
20101220_crc_metabolomics_serum_neg_30_log2.Rda	1.9096_673.7919	1.9096	673.7919	
20101220_crc_metabolomics_serum_neg_30_log2.Rda	4.8892_676.3047	4.8892	676.3047	
20101220_crc_metabolomics_serum_neg_30_log2.Rda	0.326_676.5073	0.326	676.5073	
20101220_crc_metabolomics_serum_neg_30_log2.Rda	0.3271_678.5052	0.3271	678.5052	
20101220_crc_metabolomics_serum_neg_30_log2.Rda	6.8984_691.5026	6.8984	691.5026	
20101220_crc_metabolomics_serum_neg_30_log2.Rda	4.67_694.2839	4.67	694.2839	
20101220_crc_metabolomics_serum_neg_30_log2.Rda	2.3065_696.7617	2.3065	696.7617	
20101220_crc_metabolomics_serum_neg_30_log2.Rda	8.4728_699.4985	8.4728	699.4985	
20101220_crc_metabolomics_serum_neg_30_log2.Rda	2.3064_707.7504	2.3064	707.7504	
20101220_crc_metabolomics_serum_neg_30_log2.Rda	0.2761_714.8431	0.2761	714.8431	
20101220_crc_metabolomics_serum_neg_30_log2.Rda	2.3058_715.7344	2.3058	715.7344	
20101220_crc_metabolomics_serum_neg_30_log2.Rda	2.3083_716.238	2.3083	716.238	
20101220_crc_metabolomics_serum_neg_30_log2.Rda	7.0182_717.52	7.0182	717.52	
20101220_crc_metabolomics_serum_neg_30_log2.Rda	2.3043_718.7454	2.3043	718.7454	
20101220_crc_metabolomics_serum_neg_30_log2.Rda	7.4857_719.5356	7.4857	719.5356	
20101220_crc_metabolomics_serum_neg_30_log2.Rda	2.2299_719.9916	2.2299	719.9916	
20101220_crc_metabolomics_serum_neg_30_log2.Rda	0.2708_724.8731	0.2708	724.8731	
20101220_crc_metabolomics_serum_neg_30_log2.Rda	2.228_727.0088	2.228	727.0088	
20101220_crc_metabolomics_serum_neg_30_log2.Rda	1.9356_731.3072	1.9356	731.3072	
20101220_crc_metabolomics_serum_neg_30_log2.Rda	2.2282_733.0243	2.2282	733.0243	
20101220_crc_metabolomics_serum_neg_30_log2.Rda	7.7589_733.55	7.7589	733.55	
20101220_crc_metabolomics_serum_neg_30_log2.Rda	0.327_734.4696	0.327	734.4696	
20101220_crc_metabolomics_serum_neg_30_log2.Rda	7.5768_735.5227	7.5768	735.5227	
20101220_crc_metabolomics_serum_neg_30_log2.Rda	0.3292_736.4631	0.3292	736.4631	
20101220_crc_metabolomics_serum_neg_30_log2.Rda	1.9356_742.2972	1.9356	742.2972	
20101220_crc_metabolomics_serum_neg_30_log2.Rda	7.5784_745.5527	7.5784	745.5527	
20101220_crc_metabolomics_serum_neg_30_log2.Rda	8.3136_746.5176	8.3136	746.5176	
20101220_crc_metabolomics_serum_neg_30_log2.Rda	8.0062_747.5688	8.0062	747.5688	
20101220_crc_metabolomics_serum_neg_30_log2.Rda	1.9365_750.2787	1.9365	750.2787	
20101220_crc_metabolomics_serum_neg_30_log2.Rda	1.9381_753.2899	1.9381	753.2899	
20101220_crc_metabolomics_serum_neg_30_log2.Rda	8.2022_762.5089	8.2022	762.5089	
20101220_crc_metabolomics_serum_neg_30_log2.Rda	1.9121_766.8239	1.9121	766.8239	
20101220_crc_metabolomics_serum_neg_30_log2.Rda	8.0922_773.5833	8.0922	773.5833	
20101220_crc_metabolomics_serum_neg_30_log2.Rda	8.3114_776.5461	8.3114	776.5461	
20101220_crc_metabolomics_serum_neg_30_log2.Rda	7.4845_787.5233	7.4845	787.5233	
20101220_crc_metabolomics_serum_neg_30_log2.Rda	0.3241_790.436	0.3241	790.436	
20101220_crc_metabolomics_serum_neg_30_log2.Rda	0.3249_792.428	0.3249	792.428	
20101220_crc_metabolomics_serum_neg_30_log2.Rda	0.2722_792.8614	0.2722	792.8614	
20101220_crc_metabolomics_serum_neg_30_log2.Rda	0.3238_794.4237	0.3238	794.4237	
20101220_crc_metabolomics_serum_neg_30_log2.Rda	0.3309_796.4235	0.3309	796.4235	
20101220_crc_metabolomics_serum_neg_30_log2.Rda	0.3235_800.4247	0.3235	800.4247	
20101220_crc_metabolomics_serum_neg_30_log2.Rda	7.7596_801.5402	7.7596	801.5402	
20101220_crc_metabolomics_serum_neg_30_log2.Rda	8.3652_802.5644	8.3652	802.5644	
20101220_crc_metabolomics_serum_neg_30_log2.Rda	0.307_804.4471	0.307	804.4471	
20101220_crc_metabolomics_serum_neg_30_log2.Rda	1.9793_806.8089	1.9793	806.8089	
20101220_crc_metabolomics_serum_neg_30_log2.Rda	0.3213_808.4145	0.3213	808.4145	
20101220_crc_metabolomics_serum_neg_30_log2.Rda	0.324_810.4018	0.324	810.4018	
20101220_crc_metabolomics_serum_neg_30_log2.Rda	0.3292_812.3952	0.3292	812.3952	
20101220_crc_metabolomics_serum_neg_30_log2.Rda	8.0071_815.5557	8.0071	815.5557	
20101220_crc_metabolomics_serum_neg_30_log2.Rda	1.9791_817.7992	1.9791	817.7992	
20101220_crc_metabolomics_serum_neg_30_log2.Rda	8.0157_824.5477	8.0157	824.5477	
20101220_crc_metabolomics_serum_neg_30_log2.Rda	8.2919_826.5641	8.2919	826.5641	
20101220_crc_metabolomics_serum_neg_30_log2.Rda	8.0944_841.5721	8.0944	841.5721	
20101220_crc_metabolomics_serum_neg_30_log2.Rda	8.3115_844.5365	8.3115	844.5365	
20101220_crc_metabolomics_serum_pos_10_log2.Rda	177.0627_0.2685	0.2685	177.0627	
20101220_crc_metabolomics_serum_pos_10_log2.Rda	158.9651_0.2688	0.2688	158.9651	
20101220_crc_metabolomics_serum_pos_10_log2.Rda	226.9526_0.2688	0.2688	226.9526	
20101220_crc_metabolomics_serum_pos_10_log2.Rda	90.9772_0.2688	0.2688	90.9772	
20101220_crc_metabolomics_serum_pos_10_log2.Rda	362.9284_0.2689	0.2689	362.9284	
20101220_crc_metabolomics_serum_pos_10_log2.Rda	498.9054_0.2689	0.2689	498.9054	
20101220_crc_metabolomics_serum_pos_10_log2.Rda	106.9516_0.269	0.269	106.9516	
20101220_crc_metabolomics_serum_pos_10_log2.Rda	242.9273_0.269	0.269	242.9273	
20101220_crc_metabolomics_serum_pos_10_log2.Rda	191.0772_0.2691	0.2691	191.0772	
20101220_crc_metabolomics_serum_pos_10_log2.Rda	566.8918_0.2693	0.2693	566.8918	
20101220_crc_metabolomics_serum_pos_10_log2.Rda	430.9166_0.2696	0.2696	430.9166	
20101220_crc_metabolomics_serum_pos_10_log2.Rda	838.8438_0.2698	0.2698	838.8438	
20101220_crc_metabolomics_serum_pos_10_log2.Rda	378.9032_0.2701	0.2701	378.9032	
20101220_crc_metabolomics_serum_pos_10_log2.Rda	770.8569_0.2707	0.2707	770.8569	
20101220_crc_metabolomics_serum_pos_10_log2.Rda	446.8903_0.271	0.271	446.8903	
20101220_crc_metabolomics_serum_pos_10_log2.Rda	294.9406_0.2712	0.2712	294.9406	
20101220_crc_metabolomics_serum_pos_10_log2.Rda	634.8802_0.2715	0.2715	634.8802	
20101220_crc_metabolomics_serum_pos_10_log2.Rda	702.8679_0.2717	0.2717	702.8679	
20101220_crc_metabolomics_serum_pos_10_log2.Rda	327.0515_0.272	0.272	327.0515	
20101220_crc_metabolomics_serum_pos_10_log2.Rda	692.8391_0.2738	0.2738	692.8391	
20101220_crc_metabolomics_serum_pos_10_log2.Rda	174.9395_0.274	0.274	174.9395	
20101220_crc_metabolomics_serum_pos_10_log2.Rda	760.8261_0.274	0.274	760.8261	
20101220_crc_metabolomics_serum_pos_10_log2.Rda	828.8159_0.2748	0.2748	828.8159	
20101220_crc_metabolomics_serum_pos_10_log2.Rda	624.853_0.2757	0.2757	624.853	
20101220_crc_metabolomics_serum_pos_10_log2.Rda	488.8768_0.2762	0.2762	488.8768	
20101220_crc_metabolomics_serum_pos_10_log2.Rda	420.8872_0.2767	0.2767	420.8872	
20101220_crc_metabolomics_serum_pos_10_log2.Rda	556.8629_0.2767	0.2767	556.8629	
20101220_crc_metabolomics_serum_pos_10_log2.Rda	352.9_0.2796	0.2796	352.9	
20101220_crc_metabolomics_serum_pos_10_log2.Rda	410.8585_0.2856	0.2856	410.8585	
20101220_crc_metabolomics_serum_pos_10_log2.Rda	216.924_0.2902	0.2902	216.924	
20101220_crc_metabolomics_serum_pos_10_log2.Rda	232.8985_0.2904	0.2904	232.8985	
20101220_crc_metabolomics_serum_pos_10_log2.Rda	96.9231_0.291	0.291	96.9231	
20101220_crc_metabolomics_serum_pos_10_log2.Rda	80.9491_0.2939	0.2939	80.9491	
20101220_crc_metabolomics_serum_pos_10_log2.Rda	342.8715_0.2963	0.2963	342.8715	
20101220_crc_metabolomics_serum_pos_10_log2.Rda	402.8273_0.2963	0.2963	402.8273	
20101220_crc_metabolomics_serum_pos_10_log2.Rda	400.8307_0.297	0.297	400.8307	
20101220_crc_metabolomics_serum_pos_10_log2.Rda	390.803_0.2972	0.2972	390.803	
20101220_crc_metabolomics_serum_pos_10_log2.Rda	112.8974_0.2974	0.2974	112.8974	
20101220_crc_metabolomics_serum_pos_10_log2.Rda	266.8526_0.2976	0.2976	266.8526	
20101220_crc_metabolomics_serum_pos_10_log2.Rda	392.799_0.2979	0.2979	392.799	
20101220_crc_metabolomics_serum_pos_10_log2.Rda	206.8958_0.298	0.298	206.8958	
20101220_crc_metabolomics_serum_pos_10_log2.Rda	264.8557_0.2982	0.2982	264.8557	
20101220_crc_metabolomics_serum_pos_10_log2.Rda	382.7707_0.2982	0.2982	382.7707	
20101220_crc_metabolomics_serum_pos_10_log2.Rda	140.0676_0.3032	0.3032	140.0676	
20101220_crc_metabolomics_serum_pos_10_log2.Rda	104.1063_0.3033	0.3033	104.1063	
20101220_crc_metabolomics_serum_pos_10_log2.Rda	191.041_0.3055	0.3055	191.041	
20101220_crc_metabolomics_serum_pos_10_log2.Rda	196.8673_0.3067	0.3067	196.8673	
20101220_crc_metabolomics_serum_pos_10_log2.Rda	203.053_0.3072	0.3072	203.053	
20101220_crc_metabolomics_serum_pos_10_log2.Rda	254.8274_0.3078	0.3078	254.8274	
20101220_crc_metabolomics_serum_pos_10_log2.Rda	256.8239_0.3115	0.3115	256.8239	
20101220_crc_metabolomics_serum_pos_10_log2.Rda	162.112_0.3169	0.3169	162.112	
20101220_crc_metabolomics_serum_pos_10_log2.Rda	136.0493_0.317	0.317	136.0493	
20101220_crc_metabolomics_serum_pos_10_log2.Rda	198.8653_0.3184	0.3184	198.8653	
20101220_crc_metabolomics_serum_pos_10_log2.Rda	383.1162_0.319	0.319	383.1162	
20101220_crc_metabolomics_serum_pos_10_log2.Rda	118.0861_0.3193	0.3193	118.0861	
20101220_crc_metabolomics_serum_pos_10_log2.Rda	548.6169_0.3194	0.3194	548.6169	
20101220_crc_metabolomics_serum_pos_10_log2.Rda	219.0281_0.3197	0.3197	219.0281	
20101220_crc_metabolomics_serum_pos_10_log2.Rda	780.4533_0.3202	0.3202	780.4533	
20101220_crc_metabolomics_serum_pos_10_log2.Rda	430.7017_0.3214	0.3214	430.7017	
20101220_crc_metabolomics_serum_pos_10_log2.Rda	782.4502_0.3238	0.3238	782.4502	
20101220_crc_metabolomics_serum_pos_10_log2.Rda	786.4462_0.3239	0.3239	786.4462	
20101220_crc_metabolomics_serum_pos_10_log2.Rda	606.5732_0.3244	0.3244	606.5732	
20101220_crc_metabolomics_serum_pos_10_log2.Rda	490.6588_0.3247	0.3247	490.6588	
20101220_crc_metabolomics_serum_pos_10_log2.Rda	664.5357_0.3249	0.3249	664.5357	
20101220_crc_metabolomics_serum_pos_10_log2.Rda	372.7427_0.325	0.325	372.7427	
20101220_crc_metabolomics_serum_pos_10_log2.Rda	488.6581_0.3256	0.3256	488.6581	
20101220_crc_metabolomics_serum_pos_10_log2.Rda	666.5308_0.3262	0.3262	666.5308	
20101220_crc_metabolomics_serum_pos_10_log2.Rda	175.1189_0.3263	0.3263	175.1189	
20101220_crc_metabolomics_serum_pos_10_log2.Rda	432.6988_0.3285	0.3285	432.6988	
20101220_crc_metabolomics_serum_pos_10_log2.Rda	169.057_0.3286	0.3286	169.057	
20101220_crc_metabolomics_serum_pos_10_log2.Rda	144.1016_0.335	0.335	144.1016	
20101220_crc_metabolomics_serum_pos_10_log2.Rda	70.0654_0.3362	0.3362	70.0654	
20101220_crc_metabolomics_serum_pos_10_log2.Rda	102.1266_0.3441	0.3441	102.1266	
20101220_crc_metabolomics_serum_pos_10_log2.Rda	291.0718_0.3445	0.3445	291.0718	
20101220_crc_metabolomics_serum_pos_10_log2.Rda	159.0286_0.3449	0.3449	159.0286	
20101220_crc_metabolomics_serum_pos_10_log2.Rda	226.0458_0.3455	0.3455	226.0458	
20101220_crc_metabolomics_serum_pos_10_log2.Rda	126.0296_0.3457	0.3457	126.0296	
20101220_crc_metabolomics_serum_pos_10_log2.Rda	403.0112_0.3457	0.3457	403.0112	
20101220_crc_metabolomics_serum_pos_10_log2.Rda	176.0664_0.3458	0.3458	176.0664	
20101220_crc_metabolomics_serum_pos_10_log2.Rda	145.0498_0.346	0.346	145.0498	
20101220_crc_metabolomics_serum_pos_10_log2.Rda	212.9983_0.3463	0.3463	212.9983	
20101220_crc_metabolomics_serum_pos_10_log2.Rda	174.1481_0.3465	0.3465	174.1481	
20101220_crc_metabolomics_serum_pos_10_log2.Rda	234.9823_0.3465	0.3465	234.9823	
20101220_crc_metabolomics_serum_pos_10_log2.Rda	169.0361_0.3477	0.3477	169.0361	
20101220_crc_metabolomics_serum_pos_10_log2.Rda	141.0419_0.3485	0.3485	141.0419	
20101220_crc_metabolomics_serum_pos_10_log2.Rda	72.0807_0.3514	0.3514	72.0807	
20101220_crc_metabolomics_serum_pos_10_log2.Rda	85.0297_0.3516	0.3516	85.0297	
20101220_crc_metabolomics_serum_pos_10_log2.Rda	229.1549_0.353	0.353	229.1549	
20101220_crc_metabolomics_serum_pos_10_log2.Rda	137.0467_0.3534	0.3534	137.0467	
20101220_crc_metabolomics_serum_pos_10_log2.Rda	192.1585_0.3564	0.3564	192.1585	
20101220_crc_metabolomics_serum_pos_10_log2.Rda	204.1242_0.3566	0.3566	204.1242	
20101220_crc_metabolomics_serum_pos_10_log2.Rda	164.9225_0.4003	0.4003	164.9225	
20101220_crc_metabolomics_serum_pos_10_log2.Rda	120.0814_1.2973	1.2973	120.0814	
20101220_crc_metabolomics_serum_pos_10_log2.Rda	103.0544_1.2974	1.2974	103.0544	
20101220_crc_metabolomics_serum_pos_10_log2.Rda	188.0711_1.3422	1.3422	188.0711	
20101220_crc_metabolomics_serum_pos_10_log2.Rda	146.0606_1.346	1.346	146.0606	
20101220_crc_metabolomics_serum_pos_10_log2.Rda	118.0657_1.3482	1.3482	118.0657	
20101220_crc_metabolomics_serum_pos_10_log2.Rda	217.1049_1.4331	1.4331	217.1049	
20101220_crc_metabolomics_serum_pos_10_log2.Rda	144.0811_1.4523	1.4523	144.0811	
20101220_crc_metabolomics_serum_pos_10_log2.Rda	188.0711_1.4536	1.4536	188.0711	
20101220_crc_metabolomics_serum_pos_10_log2.Rda	118.0658_1.4553	1.4553	118.0658	
20101220_crc_metabolomics_serum_pos_10_log2.Rda	143.0736_1.4569	1.4569	143.0736	
20101220_crc_metabolomics_serum_pos_10_log2.Rda	146.0608_1.4572	1.4572	146.0608	
20101220_crc_metabolomics_serum_pos_10_log2.Rda	170.0605_1.458	1.458	170.0605	
20101220_crc_metabolomics_serum_pos_10_log2.Rda	132.0815_1.4584	1.4584	132.0815	
20101220_crc_metabolomics_serum_pos_10_log2.Rda	207.1106_1.4942	1.4942	207.1106	
20101220_crc_metabolomics_serum_pos_10_log2.Rda	126.0915_1.496	1.496	126.0915	
20101220_crc_metabolomics_serum_pos_10_log2.Rda	275.1113_1.5679	1.5679	275.1113	
20101220_crc_metabolomics_serum_pos_10_log2.Rda	261.132_1.5699	1.5699	261.132	
20101220_crc_metabolomics_serum_pos_10_log2.Rda	209.1257_1.6134	1.6134	209.1257	
20101220_crc_metabolomics_serum_pos_10_log2.Rda	251.1375_1.6134	1.6134	251.1375	
20101220_crc_metabolomics_serum_pos_10_log2.Rda	155.1538_1.6192	1.6192	155.1538	
20101220_crc_metabolomics_serum_pos_10_log2.Rda	345.1542_1.6358	1.6358	345.1542	
20101220_crc_metabolomics_serum_pos_10_log2.Rda	332.1251_1.6373	1.6373	332.1251	
20101220_crc_metabolomics_serum_pos_10_log2.Rda	212.06_1.6577	1.6577	212.06	
20101220_crc_metabolomics_serum_pos_10_log2.Rda	305.1583_1.6953	1.6953	305.1583	
20101220_crc_metabolomics_serum_pos_10_log2.Rda	319.1371_1.6975	1.6975	319.1371	
20101220_crc_metabolomics_serum_pos_10_log2.Rda	105.0337_1.7032	1.7032	105.0337	
20101220_crc_metabolomics_serum_pos_10_log2.Rda	389.1793_1.7139	1.7139	389.1793	
20101220_crc_metabolomics_serum_pos_10_log2.Rda	198.1058_1.7473	1.7473	198.1058	
20101220_crc_metabolomics_serum_pos_10_log2.Rda	132.0815_1.7496	1.7496	132.0815	
20101220_crc_metabolomics_serum_pos_10_log2.Rda	72.0557_1.7501	1.7501	72.0557	
20101220_crc_metabolomics_serum_pos_10_log2.Rda	142.0674_1.7502	1.7502	142.0674	
20101220_crc_metabolomics_serum_pos_10_log2.Rda	115.0547_1.7505	1.7505	115.0547	
20101220_crc_metabolomics_serum_pos_10_log2.Rda	351.2308_1.7517	1.7517	351.2308	
20101220_crc_metabolomics_serum_pos_10_log2.Rda	91.0542_1.7526	1.7526	91.0542	
20101220_crc_metabolomics_serum_pos_10_log2.Rda	117.0714_1.755	1.755	117.0714	
20101220_crc_metabolomics_serum_pos_10_log2.Rda	159.0918_1.7569	1.7569	159.0918	
20101220_crc_metabolomics_serum_pos_10_log2.Rda	105.0701_1.7574	1.7574	105.0701	
20101220_crc_metabolomics_serum_pos_10_log2.Rda	134.0968_1.7581	1.7581	134.0968	
20101220_crc_metabolomics_serum_pos_10_log2.Rda	349.1862_1.8012	1.8012	349.1862	
20101220_crc_metabolomics_serum_pos_10_log2.Rda	363.165_1.8031	1.8031	363.165	
20101220_crc_metabolomics_serum_pos_10_log2.Rda	378.2759_1.8523	1.8523	378.2759	
20101220_crc_metabolomics_serum_pos_10_log2.Rda	433.2063_1.8541	1.8541	433.2063	
20101220_crc_metabolomics_serum_pos_10_log2.Rda	393.2102_1.8967	1.8967	393.2102	
20101220_crc_metabolomics_serum_pos_10_log2.Rda	407.1896_1.898	1.898	407.1896	
20101220_crc_metabolomics_serum_pos_10_log2.Rda	226.0749_1.9232	1.9232	226.0749	
20101220_crc_metabolomics_serum_pos_10_log2.Rda	138.0241_1.9238	1.9238	138.0241	
